Fra_dato,Mængde,Måleenhed,Kvalitet,Type
12/04/2023 21.00,0.0659722222222222,KWH,Målt,Tidsserie
12/04/2023 22.00,00.29,KWH,Målt,Tidsserie
12/04/2023 23.00,00.17,KWH,Målt,Tidsserie
13/04/2023 00.00,00.15,KWH,Målt,Tidsserie
13/04/2023 01.00,00.21,KWH,Målt,Tidsserie
13/04/2023 02.00,0.31875,KWH,Målt,Tidsserie
13/04/2023 03.00,0.302777777777778,KWH,Målt,Tidsserie
13/04/2023 04.00,00.24,KWH,Målt,Tidsserie
13/04/2023 05.00,00.27,KWH,Målt,Tidsserie
13/04/2023 06.00,00.36,KWH,Målt,Tidsserie
13/04/2023 07.00,0.0652777777777778,KWH,Målt,Tidsserie
13/04/2023 08.00,00.24,KWH,Målt,Tidsserie
13/04/2023 09.00,0.213194444444444,KWH,Målt,Tidsserie
13/04/2023 10.00,06.47,KWH,Målt,Tidsserie
13/04/2023 11.00,01.03,KWH,Målt,Tidsserie
13/04/2023 12.00,0.0604166666666667,KWH,Målt,Tidsserie
13/04/2023 13.00,0.0520833333333333,KWH,Målt,Tidsserie
13/04/2023 14.00,01.32,KWH,Målt,Tidsserie
13/04/2023 15.00,00.37,KWH,Målt,Tidsserie
13/04/2023 16.00,0.402083333333333,KWH,Målt,Tidsserie
13/04/2023 17.00,0.339583333333333,KWH,Målt,Tidsserie
13/04/2023 18.00,03.18,KWH,Målt,Tidsserie
13/04/2023 19.00,0.0861111111111111,KWH,Målt,Tidsserie
13/04/2023 20.00,01.57,KWH,Målt,Tidsserie
13/04/2023 21.00,01.17,KWH,Målt,Tidsserie
13/04/2023 22.00,00.31,KWH,Målt,Tidsserie
13/04/2023 23.00,00.16,KWH,Målt,Tidsserie
14/04/2023 00.00,00.18,KWH,Målt,Tidsserie
14/04/2023 01.00,00.18,KWH,Målt,Tidsserie
14/04/2023 02.00,00.27,KWH,Målt,Tidsserie
14/04/2023 03.00,00.26,KWH,Målt,Tidsserie
14/04/2023 04.00,00.25,KWH,Målt,Tidsserie
14/04/2023 05.00,00.32,KWH,Målt,Tidsserie
14/04/2023 06.00,00.36,KWH,Målt,Tidsserie
14/04/2023 07.00,00.05,KWH,Målt,Tidsserie
14/04/2023 08.00,00.33,KWH,Målt,Tidsserie
14/04/2023 09.00,01.14,KWH,Målt,Tidsserie
14/04/2023 10.00,0.0423611111111111,KWH,Målt,Tidsserie
14/04/2023 11.00,00.47,KWH,Målt,Tidsserie
14/04/2023 12.00,00.11,KWH,Målt,Tidsserie
14/04/2023 13.00,00.13,KWH,Målt,Tidsserie
14/04/2023 14.00,00.12,KWH,Målt,Tidsserie
14/04/2023 15.00,00.05,KWH,Målt,Tidsserie
14/04/2023 16.00,0.0479166666666667,KWH,Målt,Tidsserie
14/04/2023 17.00,00.26,KWH,Målt,Tidsserie
14/04/2023 18.00,0.0506944444444444,KWH,Målt,Tidsserie
14/04/2023 19.00,0.0993055555555555,KWH,Målt,Tidsserie
14/04/2023 20.00,02.12,KWH,Målt,Tidsserie
14/04/2023 21.00,01.13,KWH,Målt,Tidsserie
14/04/2023 22.00,00.55,KWH,Målt,Tidsserie
14/04/2023 23.00,00.52,KWH,Målt,Tidsserie
15/04/2023 00.00,00.22,KWH,Målt,Tidsserie
15/04/2023 01.00,0.316666666666667,KWH,Målt,Tidsserie
15/04/2023 02.00,07.56,KWH,Målt,Tidsserie
15/04/2023 03.00,00.23,KWH,Målt,Tidsserie
15/04/2023 04.00,00.24,KWH,Målt,Tidsserie
15/04/2023 05.00,00.26,KWH,Målt,Tidsserie
15/04/2023 06.00,00.02,KWH,Målt,Tidsserie
15/04/2023 07.00,00.25,KWH,Målt,Tidsserie
15/04/2023 08.00,00.52,KWH,Målt,Tidsserie
15/04/2023 09.00,0.110416666666667,KWH,Målt,Tidsserie
15/04/2023 10.00,01.01,KWH,Målt,Tidsserie
15/04/2023 11.00,02.53,KWH,Målt,Tidsserie
15/04/2023 12.00,0.0854166666666667,KWH,Målt,Tidsserie
15/04/2023 13.00,01.22,KWH,Målt,Tidsserie
15/04/2023 14.00,00.18,KWH,Målt,Tidsserie
15/04/2023 15.00,00.16,KWH,Målt,Tidsserie
15/04/2023 16.00,05.22,KWH,Målt,Tidsserie
15/04/2023 17.00,01.54,KWH,Målt,Tidsserie
15/04/2023 18.00,01.08,KWH,Målt,Tidsserie
15/04/2023 19.00,00.55,KWH,Målt,Tidsserie
15/04/2023 20.00,00.08,KWH,Målt,Tidsserie
15/04/2023 21.00,01.23,KWH,Målt,Tidsserie
15/04/2023 22.00,0.0430555555555556,KWH,Målt,Tidsserie
15/04/2023 23.00,00.44,KWH,Målt,Tidsserie
16/04/2023 00.00,00.19,KWH,Målt,Tidsserie
16/04/2023 01.00,06.59,KWH,Målt,Tidsserie
16/04/2023 02.00,00.18,KWH,Målt,Tidsserie
16/04/2023 03.00,00.15,KWH,Målt,Tidsserie
16/04/2023 04.00,00.15,KWH,Målt,Tidsserie
16/04/2023 05.00,00.17,KWH,Målt,Tidsserie
16/04/2023 06.00,00.14,KWH,Målt,Tidsserie
16/04/2023 07.00,00.14,KWH,Målt,Tidsserie
16/04/2023 08.00,00.11,KWH,Målt,Tidsserie
16/04/2023 09.00,00.12,KWH,Målt,Tidsserie
16/04/2023 10.00,00.17,KWH,Målt,Tidsserie
16/04/2023 11.00,02.05,KWH,Målt,Tidsserie
16/04/2023 12.00,0.0868055555555555,KWH,Målt,Tidsserie
16/04/2023 13.00,01.14,KWH,Målt,Tidsserie
16/04/2023 14.00,01.09,KWH,Målt,Tidsserie
16/04/2023 15.00,01.03,KWH,Målt,Tidsserie
16/04/2023 16.00,0.0868055555555555,KWH,Målt,Tidsserie
16/04/2023 17.00,0.0847222222222222,KWH,Målt,Tidsserie
16/04/2023 18.00,02.04,KWH,Målt,Tidsserie
16/04/2023 19.00,0.0840277777777778,KWH,Målt,Tidsserie
16/04/2023 20.00,01.02,KWH,Målt,Tidsserie
16/04/2023 21.00,0.04375,KWH,Målt,Tidsserie
16/04/2023 22.00,00.37,KWH,Målt,Tidsserie
16/04/2023 23.00,00.19,KWH,Målt,Tidsserie
17/04/2023 00.00,00.17,KWH,Målt,Tidsserie
17/04/2023 01.00,00.22,KWH,Målt,Tidsserie
17/04/2023 02.00,00.18,KWH,Målt,Tidsserie
17/04/2023 03.00,00.23,KWH,Målt,Tidsserie
17/04/2023 04.00,00.27,KWH,Målt,Tidsserie
17/04/2023 05.00,00.29,KWH,Målt,Tidsserie
17/04/2023 06.00,01.31,KWH,Målt,Tidsserie
17/04/2023 07.00,0.0638888888888889,KWH,Målt,Tidsserie
17/04/2023 08.00,0.0465277777777778,KWH,Målt,Tidsserie
17/04/2023 09.00,01.43,KWH,Målt,Tidsserie
17/04/2023 10.00,00.57,KWH,Målt,Tidsserie
17/04/2023 11.00,00.21,KWH,Målt,Tidsserie
17/04/2023 12.00,0.0909722222222222,KWH,Målt,Tidsserie
17/04/2023 13.00,00.48,KWH,Målt,Tidsserie
17/04/2023 14.00,00.57,KWH,Målt,Tidsserie
17/04/2023 15.00,00.57,KWH,Målt,Tidsserie
17/04/2023 16.00,03.37,KWH,Målt,Tidsserie
17/04/2023 17.00,0.308333333333333,KWH,Målt,Tidsserie
17/04/2023 18.00,01.03,KWH,Målt,Tidsserie
17/04/2023 19.00,00.53,KWH,Målt,Tidsserie
17/04/2023 20.00,00.47,KWH,Målt,Tidsserie
17/04/2023 21.00,00.29,KWH,Målt,Tidsserie
17/04/2023 22.00,00.26,KWH,Målt,Tidsserie
17/04/2023 23.00,00.19,KWH,Målt,Tidsserie
18/04/2023 00.00,00.19,KWH,Målt,Tidsserie
18/04/2023 01.00,0.317361111111111,KWH,Målt,Tidsserie
18/04/2023 02.00,04.56,KWH,Målt,Tidsserie
18/04/2023 03.00,00.02,KWH,Målt,Tidsserie
18/04/2023 04.00,00.19,KWH,Målt,Tidsserie
18/04/2023 05.00,00.28,KWH,Målt,Tidsserie
18/04/2023 06.00,00.23,KWH,Målt,Tidsserie
18/04/2023 07.00,0.0527777777777778,KWH,Målt,Tidsserie
18/04/2023 08.00,0.0527777777777778,KWH,Målt,Tidsserie
18/04/2023 09.00,01.53,KWH,Målt,Tidsserie
18/04/2023 10.00,00.26,KWH,Målt,Tidsserie
18/04/2023 11.00,00.02,KWH,Målt,Tidsserie
18/04/2023 12.00,0.0986111111111111,KWH,Målt,Tidsserie
18/04/2023 13.00,0.0465277777777778,KWH,Målt,Tidsserie
18/04/2023 14.00,00.39,KWH,Målt,Tidsserie
18/04/2023 15.00,03.03,KWH,Målt,Tidsserie
18/04/2023 16.00,02.18,KWH,Målt,Tidsserie
18/04/2023 17.00,0.04375,KWH,Målt,Tidsserie
18/04/2023 18.00,0.0673611111111111,KWH,Målt,Tidsserie
18/04/2023 19.00,00.38,KWH,Målt,Tidsserie
18/04/2023 20.00,0.0659722222222222,KWH,Målt,Tidsserie
18/04/2023 21.00,00.35,KWH,Målt,Tidsserie
18/04/2023 22.00,00.18,KWH,Målt,Tidsserie
18/04/2023 23.00,00.19,KWH,Målt,Tidsserie
19/04/2023 00.00,00.15,KWH,Målt,Tidsserie
19/04/2023 01.00,0.316666666666667,KWH,Målt,Tidsserie
19/04/2023 02.00,04.42,KWH,Målt,Tidsserie
19/04/2023 03.00,00.16,KWH,Målt,Tidsserie
19/04/2023 04.00,00.23,KWH,Målt,Tidsserie
19/04/2023 05.00,00.28,KWH,Målt,Tidsserie
19/04/2023 06.00,00.28,KWH,Målt,Tidsserie
19/04/2023 07.00,01.03,KWH,Målt,Tidsserie
19/04/2023 08.00,00.26,KWH,Målt,Tidsserie
19/04/2023 09.00,00.18,KWH,Målt,Tidsserie
19/04/2023 10.00,00.31,KWH,Målt,Tidsserie
19/04/2023 11.00,00.17,KWH,Målt,Tidsserie
19/04/2023 12.00,00.05,KWH,Målt,Tidsserie
19/04/2023 13.00,00.48,KWH,Målt,Tidsserie
19/04/2023 14.00,00.26,KWH,Målt,Tidsserie
19/04/2023 15.00,00.02,KWH,Målt,Tidsserie
19/04/2023 16.00,05.41,KWH,Målt,Tidsserie
19/04/2023 17.00,00.57,KWH,Målt,Tidsserie
19/04/2023 18.00,01.28,KWH,Målt,Tidsserie
19/04/2023 19.00,00.34,KWH,Målt,Tidsserie
19/04/2023 20.00,00.05,KWH,Målt,Tidsserie
19/04/2023 21.00,0.0604166666666667,KWH,Målt,Tidsserie
19/04/2023 22.00,00.02,KWH,Målt,Tidsserie
19/04/2023 23.00,00.02,KWH,Målt,Tidsserie
20/04/2023 00.00,00.17,KWH,Målt,Tidsserie
20/04/2023 01.00,0.317361111111111,KWH,Målt,Tidsserie
20/04/2023 02.00,01.32,KWH,Målt,Tidsserie
20/04/2023 03.00,00.18,KWH,Målt,Tidsserie
20/04/2023 04.00,00.19,KWH,Målt,Tidsserie
20/04/2023 05.00,00.22,KWH,Målt,Tidsserie
20/04/2023 06.00,01.58,KWH,Målt,Tidsserie
20/04/2023 07.00,0.0590277777777778,KWH,Målt,Tidsserie
20/04/2023 08.00,0.0604166666666667,KWH,Målt,Tidsserie
20/04/2023 09.00,0.0583333333333333,KWH,Målt,Tidsserie
20/04/2023 10.00,00.32,KWH,Målt,Tidsserie
20/04/2023 11.00,00.22,KWH,Målt,Tidsserie
20/04/2023 12.00,0.0451388888888889,KWH,Målt,Tidsserie
20/04/2023 13.00,01.28,KWH,Målt,Tidsserie
20/04/2023 14.00,00.41,KWH,Målt,Tidsserie
20/04/2023 15.00,01.02,KWH,Målt,Tidsserie
20/04/2023 16.00,03.59,KWH,Målt,Tidsserie
20/04/2023 17.00,07.58,KWH,Målt,Tidsserie
20/04/2023 18.00,0.0666666666666667,KWH,Målt,Tidsserie
20/04/2023 19.00,07.58,KWH,Målt,Tidsserie
20/04/2023 20.00,01.28,KWH,Målt,Tidsserie
20/04/2023 21.00,00.26,KWH,Målt,Tidsserie
20/04/2023 22.00,00.15,KWH,Målt,Tidsserie
20/04/2023 23.00,00.17,KWH,Målt,Tidsserie
21/04/2023 00.00,00.12,KWH,Målt,Tidsserie
21/04/2023 01.00,00.15,KWH,Målt,Tidsserie
21/04/2023 02.00,00.14,KWH,Målt,Tidsserie
21/04/2023 03.00,00.13,KWH,Målt,Tidsserie
21/04/2023 04.00,00.15,KWH,Målt,Tidsserie
21/04/2023 05.00,00.13,KWH,Målt,Tidsserie
21/04/2023 06.00,00.44,KWH,Målt,Tidsserie
21/04/2023 07.00,0.0506944444444444,KWH,Målt,Tidsserie
21/04/2023 08.00,0.0611111111111111,KWH,Målt,Tidsserie
21/04/2023 09.00,0.0583333333333333,KWH,Målt,Tidsserie
21/04/2023 10.00,00.12,KWH,Målt,Tidsserie
21/04/2023 11.00,00.43,KWH,Målt,Tidsserie
21/04/2023 12.00,0.0479166666666667,KWH,Målt,Tidsserie
21/04/2023 13.00,01.48,KWH,Målt,Tidsserie
21/04/2023 14.00,0.227777777777778,KWH,Målt,Tidsserie
21/04/2023 15.00,0.102777777777778,KWH,Målt,Tidsserie
21/04/2023 16.00,01.08,KWH,Målt,Tidsserie
21/04/2023 17.00,00.22,KWH,Målt,Tidsserie
21/04/2023 18.00,00.25,KWH,Målt,Tidsserie
21/04/2023 19.00,0.15625,KWH,Målt,Tidsserie
21/04/2023 20.00,09.27,KWH,Målt,Tidsserie
21/04/2023 21.00,05.01,KWH,Målt,Tidsserie
21/04/2023 22.00,00.05,KWH,Målt,Tidsserie
21/04/2023 23.00,00.48,KWH,Målt,Tidsserie
22/04/2023 00.00,00.26,KWH,Målt,Tidsserie
22/04/2023 01.00,00.16,KWH,Målt,Tidsserie
22/04/2023 02.00,00.19,KWH,Målt,Tidsserie
22/04/2023 03.00,00.15,KWH,Målt,Tidsserie
22/04/2023 04.00,00.14,KWH,Målt,Tidsserie
22/04/2023 05.00,00.12,KWH,Målt,Tidsserie
22/04/2023 06.00,00.12,KWH,Målt,Tidsserie
22/04/2023 07.00,00.46,KWH,Målt,Tidsserie
22/04/2023 08.00,00.26,KWH,Målt,Tidsserie
22/04/2023 09.00,00.31,KWH,Målt,Tidsserie
22/04/2023 10.00,00.47,KWH,Målt,Tidsserie
22/04/2023 11.00,00.14,KWH,Målt,Tidsserie
22/04/2023 12.00,00.01,KWH,Målt,Tidsserie
22/04/2023 13.00,00.13,KWH,Målt,Tidsserie
22/04/2023 14.00,00.15,KWH,Målt,Tidsserie
22/04/2023 15.00,00.16,KWH,Målt,Tidsserie
22/04/2023 16.00,00.29,KWH,Målt,Tidsserie
22/04/2023 17.00,00.17,KWH,Målt,Tidsserie
22/04/2023 18.00,0.0618055555555556,KWH,Målt,Tidsserie
22/04/2023 19.00,00.28,KWH,Målt,Tidsserie
22/04/2023 20.00,00.15,KWH,Målt,Tidsserie
22/04/2023 21.00,00.28,KWH,Målt,Tidsserie
22/04/2023 22.00,0.0638888888888889,KWH,Målt,Tidsserie
22/04/2023 23.00,00.35,KWH,Målt,Tidsserie
23/04/2023 00.00,00.15,KWH,Målt,Tidsserie
23/04/2023 01.00,00.17,KWH,Målt,Tidsserie
23/04/2023 02.00,00.13,KWH,Målt,Tidsserie
23/04/2023 03.00,00.12,KWH,Målt,Tidsserie
23/04/2023 04.00,00.14,KWH,Målt,Tidsserie
23/04/2023 05.00,00.12,KWH,Målt,Tidsserie
23/04/2023 06.00,00.14,KWH,Målt,Tidsserie
23/04/2023 07.00,00.15,KWH,Målt,Tidsserie
23/04/2023 08.00,00.01,KWH,Målt,Tidsserie
23/04/2023 09.00,00.14,KWH,Målt,Tidsserie
23/04/2023 10.00,00.11,KWH,Målt,Tidsserie
23/04/2023 11.00,00.07,KWH,Målt,Tidsserie
23/04/2023 12.00,00.05,KWH,Målt,Tidsserie
23/04/2023 13.00,00.49,KWH,Målt,Tidsserie
23/04/2023 14.00,00.15,KWH,Målt,Tidsserie
23/04/2023 15.00,0.310416666666667,KWH,Målt,Tidsserie
23/04/2023 16.00,05.35,KWH,Målt,Tidsserie
23/04/2023 17.00,00.05,KWH,Målt,Tidsserie
23/04/2023 18.00,0.0472222222222222,KWH,Målt,Tidsserie
23/04/2023 19.00,01.54,KWH,Målt,Tidsserie
23/04/2023 20.00,00.54,KWH,Målt,Tidsserie
23/04/2023 21.00,00.41,KWH,Målt,Tidsserie
23/04/2023 22.00,00.03,KWH,Målt,Tidsserie
23/04/2023 23.00,00.18,KWH,Målt,Tidsserie
24/04/2023 00.00,00.16,KWH,Målt,Tidsserie
24/04/2023 01.00,00.15,KWH,Målt,Tidsserie
24/04/2023 02.00,00.18,KWH,Målt,Tidsserie
24/04/2023 03.00,00.14,KWH,Målt,Tidsserie
24/04/2023 04.00,00.16,KWH,Målt,Tidsserie
24/04/2023 05.00,00.17,KWH,Målt,Tidsserie
24/04/2023 06.00,00.24,KWH,Målt,Tidsserie
24/04/2023 07.00,0.0965277777777778,KWH,Målt,Tidsserie
24/04/2023 08.00,00.34,KWH,Målt,Tidsserie
24/04/2023 09.00,00.02,KWH,Målt,Tidsserie
24/04/2023 10.00,00.18,KWH,Målt,Tidsserie
24/04/2023 11.00,00.15,KWH,Målt,Tidsserie
24/04/2023 12.00,0.129861111111111,KWH,Målt,Tidsserie
24/04/2023 13.00,0.334027777777778,KWH,Målt,Tidsserie
24/04/2023 14.00,4,KWH,Målt,Tidsserie
24/04/2023 15.00,00.26,KWH,Målt,Tidsserie
24/04/2023 16.00,07.43,KWH,Målt,Tidsserie
24/04/2023 17.00,0.130555555555556,KWH,Målt,Tidsserie
24/04/2023 18.00,0.219444444444444,KWH,Målt,Tidsserie
24/04/2023 19.00,09.56,KWH,Målt,Tidsserie
24/04/2023 20.00,01.27,KWH,Målt,Tidsserie
24/04/2023 21.00,00.19,KWH,Målt,Tidsserie
24/04/2023 22.00,00.12,KWH,Målt,Tidsserie
24/04/2023 23.00,00.14,KWH,Målt,Tidsserie
25/04/2023 00.00,00.14,KWH,Målt,Tidsserie
25/04/2023 01.00,00.12,KWH,Målt,Tidsserie
25/04/2023 02.00,00.15,KWH,Målt,Tidsserie
25/04/2023 03.00,00.12,KWH,Målt,Tidsserie
25/04/2023 04.00,00.14,KWH,Målt,Tidsserie
25/04/2023 05.00,00.13,KWH,Målt,Tidsserie
25/04/2023 06.00,00.56,KWH,Målt,Tidsserie
25/04/2023 07.00,0.05625,KWH,Målt,Tidsserie
25/04/2023 08.00,00.22,KWH,Målt,Tidsserie
25/04/2023 09.00,00.19,KWH,Målt,Tidsserie
25/04/2023 10.00,00.17,KWH,Målt,Tidsserie
25/04/2023 11.00,0.0659722222222222,KWH,Målt,Tidsserie
25/04/2023 12.00,01.53,KWH,Målt,Tidsserie
25/04/2023 13.00,0.0513888888888889,KWH,Målt,Tidsserie
25/04/2023 14.00,0.235416666666667,KWH,Målt,Tidsserie
25/04/2023 15.00,01.08,KWH,Målt,Tidsserie
25/04/2023 16.00,0.0465277777777778,KWH,Målt,Tidsserie
25/04/2023 17.00,00.06,KWH,Målt,Tidsserie
25/04/2023 18.00,00.48,KWH,Målt,Tidsserie
25/04/2023 19.00,00.17,KWH,Målt,Tidsserie
25/04/2023 20.00,00.18,KWH,Målt,Tidsserie
25/04/2023 21.00,06.54,KWH,Målt,Tidsserie
25/04/2023 22.00,07.05,KWH,Målt,Tidsserie
25/04/2023 23.00,00.15,KWH,Målt,Tidsserie
26/04/2023 00.00,00.12,KWH,Målt,Tidsserie
26/04/2023 01.00,00.14,KWH,Målt,Tidsserie
26/04/2023 02.00,00.13,KWH,Målt,Tidsserie
26/04/2023 03.00,00.12,KWH,Målt,Tidsserie
26/04/2023 04.00,00.14,KWH,Målt,Tidsserie
26/04/2023 05.00,00.12,KWH,Målt,Tidsserie
26/04/2023 06.00,00.24,KWH,Målt,Tidsserie
26/04/2023 07.00,01.06,KWH,Målt,Tidsserie
26/04/2023 08.00,00.53,KWH,Målt,Tidsserie
26/04/2023 09.00,01.04,KWH,Målt,Tidsserie
26/04/2023 10.00,00.47,KWH,Målt,Tidsserie
26/04/2023 11.00,0.0583333333333333,KWH,Målt,Tidsserie
26/04/2023 12.00,01.57,KWH,Målt,Tidsserie
26/04/2023 13.00,01.36,KWH,Målt,Tidsserie
26/04/2023 14.00,00.32,KWH,Målt,Tidsserie
26/04/2023 15.00,00.41,KWH,Målt,Tidsserie
26/04/2023 16.00,06.24,KWH,Målt,Tidsserie
26/04/2023 17.00,0.213888888888889,KWH,Målt,Tidsserie
26/04/2023 18.00,00.36,KWH,Målt,Tidsserie
26/04/2023 19.00,00.48,KWH,Målt,Tidsserie
26/04/2023 20.00,00.02,KWH,Målt,Tidsserie
26/04/2023 21.00,00.19,KWH,Målt,Tidsserie
26/04/2023 22.00,00.15,KWH,Målt,Tidsserie
26/04/2023 23.00,00.17,KWH,Målt,Tidsserie
27/04/2023 00.00,00.15,KWH,Målt,Tidsserie
27/04/2023 01.00,02.53,KWH,Målt,Tidsserie
27/04/2023 02.00,00.15,KWH,Målt,Tidsserie
27/04/2023 03.00,00.14,KWH,Målt,Tidsserie
27/04/2023 04.00,00.11,KWH,Målt,Tidsserie
27/04/2023 05.00,00.12,KWH,Målt,Tidsserie
27/04/2023 06.00,00.17,KWH,Målt,Tidsserie
27/04/2023 07.00,02.16,KWH,Målt,Tidsserie
27/04/2023 08.00,00.31,KWH,Målt,Tidsserie
27/04/2023 09.00,00.16,KWH,Målt,Tidsserie
27/04/2023 10.00,0.0444444444444444,KWH,Målt,Tidsserie
27/04/2023 11.00,06.38,KWH,Målt,Tidsserie
27/04/2023 12.00,04.46,KWH,Målt,Tidsserie
27/04/2023 13.00,00.12,KWH,Målt,Tidsserie
27/04/2023 14.00,00.16,KWH,Målt,Tidsserie
27/04/2023 15.00,00.12,KWH,Målt,Tidsserie
27/04/2023 16.00,01.37,KWH,Målt,Tidsserie
27/04/2023 17.00,0.0645833333333333,KWH,Målt,Tidsserie
27/04/2023 18.00,0.0430555555555556,KWH,Målt,Tidsserie
27/04/2023 19.00,00.51,KWH,Målt,Tidsserie
27/04/2023 20.00,00.02,KWH,Målt,Tidsserie
27/04/2023 21.00,01.13,KWH,Målt,Tidsserie
27/04/2023 22.00,00.17,KWH,Målt,Tidsserie
27/04/2023 23.00,00.14,KWH,Målt,Tidsserie
28/04/2023 00.00,00.13,KWH,Målt,Tidsserie
28/04/2023 01.00,0.313888888888889,KWH,Målt,Tidsserie
28/04/2023 02.00,0.310416666666667,KWH,Målt,Tidsserie
28/04/2023 03.00,00.13,KWH,Målt,Tidsserie
28/04/2023 04.00,00.14,KWH,Målt,Tidsserie
28/04/2023 05.00,00.12,KWH,Målt,Tidsserie
28/04/2023 06.00,00.14,KWH,Målt,Tidsserie
28/04/2023 07.00,00.55,KWH,Målt,Tidsserie
28/04/2023 08.00,0.220138888888889,KWH,Målt,Tidsserie
28/04/2023 09.00,00.21,KWH,Målt,Tidsserie
28/04/2023 10.00,00.14,KWH,Målt,Tidsserie
28/04/2023 11.00,00.12,KWH,Målt,Tidsserie
28/04/2023 12.00,00.14,KWH,Målt,Tidsserie
28/04/2023 13.00,00.17,KWH,Målt,Tidsserie
28/04/2023 14.00,0.101388888888889,KWH,Målt,Tidsserie
28/04/2023 15.00,06.34,KWH,Målt,Tidsserie
28/04/2023 16.00,0.13125,KWH,Målt,Tidsserie
28/04/2023 17.00,0.0659722222222222,KWH,Målt,Tidsserie
28/04/2023 18.00,00.22,KWH,Målt,Tidsserie
28/04/2023 19.00,00.14,KWH,Målt,Tidsserie
28/04/2023 20.00,00.19,KWH,Målt,Tidsserie
28/04/2023 21.00,00.18,KWH,Målt,Tidsserie
28/04/2023 22.00,00.16,KWH,Målt,Tidsserie
28/04/2023 23.00,00.16,KWH,Målt,Tidsserie
29/04/2023 00.00,00.12,KWH,Målt,Tidsserie
29/04/2023 01.00,06.49,KWH,Målt,Tidsserie
29/04/2023 02.00,00.13,KWH,Målt,Tidsserie
29/04/2023 03.00,00.12,KWH,Målt,Tidsserie
29/04/2023 04.00,00.13,KWH,Målt,Tidsserie
29/04/2023 05.00,00.14,KWH,Målt,Tidsserie
29/04/2023 06.00,00.11,KWH,Målt,Tidsserie
29/04/2023 07.00,00.13,KWH,Målt,Tidsserie
29/04/2023 08.00,0.135416666666667,KWH,Målt,Tidsserie
29/04/2023 09.00,0.0513888888888889,KWH,Målt,Tidsserie
29/04/2023 10.00,00.34,KWH,Målt,Tidsserie
29/04/2023 11.00,0.127083333333333,KWH,Målt,Tidsserie
29/04/2023 12.00,01.28,KWH,Målt,Tidsserie
29/04/2023 13.00,0.0638888888888889,KWH,Målt,Tidsserie
29/04/2023 14.00,01.35,KWH,Målt,Tidsserie
29/04/2023 15.00,00.46,KWH,Målt,Tidsserie
29/04/2023 16.00,00.23,KWH,Målt,Tidsserie
29/04/2023 17.00,01.01,KWH,Målt,Tidsserie
29/04/2023 18.00,0.0597222222222222,KWH,Målt,Tidsserie
29/04/2023 19.00,0.0611111111111111,KWH,Målt,Tidsserie
29/04/2023 20.00,0.0652777777777778,KWH,Målt,Tidsserie
29/04/2023 21.00,00.36,KWH,Målt,Tidsserie
29/04/2023 22.00,0.0472222222222222,KWH,Målt,Tidsserie
29/04/2023 23.00,0.0520833333333333,KWH,Målt,Tidsserie
30/04/2023 00.00,00.18,KWH,Målt,Tidsserie
30/04/2023 01.00,0.314583333333333,KWH,Målt,Tidsserie
30/04/2023 02.00,04.17,KWH,Målt,Tidsserie
30/04/2023 03.00,00.17,KWH,Målt,Tidsserie
30/04/2023 04.00,00.14,KWH,Målt,Tidsserie
30/04/2023 05.00,00.17,KWH,Målt,Tidsserie
30/04/2023 06.00,00.14,KWH,Målt,Tidsserie
30/04/2023 07.00,00.13,KWH,Målt,Tidsserie
30/04/2023 08.00,00.15,KWH,Målt,Tidsserie
30/04/2023 09.00,00.44,KWH,Målt,Tidsserie
30/04/2023 10.00,02.47,KWH,Målt,Tidsserie
30/04/2023 11.00,00.25,KWH,Målt,Tidsserie
30/04/2023 12.00,0.0673611111111111,KWH,Målt,Tidsserie
30/04/2023 13.00,00.06,KWH,Målt,Tidsserie
30/04/2023 14.00,0.175694444444444,KWH,Målt,Tidsserie
30/04/2023 15.00,0.0465277777777778,KWH,Målt,Tidsserie
30/04/2023 16.00,00.03,KWH,Målt,Tidsserie
30/04/2023 17.00,01.52,KWH,Målt,Tidsserie
30/04/2023 18.00,0.0958333333333333,KWH,Målt,Tidsserie
30/04/2023 19.00,00.44,KWH,Målt,Tidsserie
30/04/2023 20.00,00.24,KWH,Målt,Tidsserie
30/04/2023 21.00,00.38,KWH,Målt,Tidsserie
30/04/2023 22.00,00.15,KWH,Målt,Tidsserie
30/04/2023 23.00,00.14,KWH,Målt,Tidsserie
01/01/2023 00.00,0,KWH,Målt,Tidsserie
01/01/2023 01.00,0,KWH,Målt,Tidsserie
01/01/2023 02.00,0,KWH,Målt,Tidsserie
01/01/2023 03.00,0,KWH,Målt,Tidsserie
01/01/2023 04.00,0,KWH,Målt,Tidsserie
01/01/2023 05.00,0,KWH,Målt,Tidsserie
01/01/2023 06.00,0,KWH,Målt,Tidsserie
01/01/2023 07.00,0,KWH,Målt,Tidsserie
01/01/2023 08.00,0,KWH,Målt,Tidsserie
01/01/2023 09.00,0,KWH,Målt,Tidsserie
01/01/2023 10.00,00.01,KWH,Målt,Tidsserie
01/01/2023 11.00,00.03,KWH,Målt,Tidsserie
01/01/2023 12.00,0,KWH,Målt,Tidsserie
01/01/2023 13.00,0,KWH,Målt,Tidsserie
01/01/2023 14.00,0,KWH,Målt,Tidsserie
01/01/2023 15.00,0,KWH,Målt,Tidsserie
01/01/2023 16.00,0,KWH,Målt,Tidsserie
01/01/2023 17.00,0,KWH,Målt,Tidsserie
