Fra_dato;Mængde;Måleenhed;Kvalitet;Type
09/02/2023 04.00;00.12;KWH;Målt;Tidsserie
09/02/2023 05.00;00.14;KWH;Målt;Tidsserie
09/02/2023 06.00;00.14;KWH;Målt;Tidsserie
09/02/2023 07.00;00.14;KWH;Målt;Tidsserie
09/02/2023 08.00;00.12;KWH;Målt;Tidsserie
09/02/2023 09.00;00.06;KWH;Målt;Tidsserie
09/02/2023 10.00;00.05;KWH;Målt;Tidsserie
09/02/2023 11.00;00.04;KWH;Målt;Tidsserie
09/02/2023 12.00;00.09;KWH;Målt;Tidsserie
09/02/2023 13.00;00.11;KWH;Målt;Tidsserie
09/02/2023 14.00;0;KWH;Målt;Tidsserie
09/02/2023 15.00;0;KWH;Målt;Tidsserie
09/02/2023 16.00;00.11;KWH;Målt;Tidsserie
09/02/2023 17.00;00.03;KWH;Målt;Tidsserie
09/02/2023 18.00;00.21;KWH;Målt;Tidsserie
09/02/2023 19.00;00.21;KWH;Målt;Tidsserie
09/02/2023 20.00;00.29;KWH;Målt;Tidsserie
09/02/2023 21.00;00.34;KWH;Målt;Tidsserie
09/02/2023 22.00;00.34;KWH;Målt;Tidsserie
09/02/2023 23.00;00.35;KWH;Målt;Tidsserie
10/02/2023 00.00;00.38;KWH;Målt;Tidsserie
10/02/2023 01.00;00.41;KWH;Målt;Tidsserie
10/02/2023 02.00;00.21;KWH;Målt;Tidsserie
10/02/2023 03.00;00.12;KWH;Målt;Tidsserie
10/02/2023 04.00;00.09;KWH;Målt;Tidsserie
10/02/2023 05.00;00.11;KWH;Målt;Tidsserie
10/02/2023 06.00;00.02;KWH;Målt;Tidsserie
10/02/2023 07.00;00.16;KWH;Målt;Tidsserie
10/02/2023 08.00;00.06;KWH;Målt;Tidsserie
10/02/2023 09.00;0;KWH;Målt;Tidsserie
10/02/2023 10.00;0;KWH;Målt;Tidsserie
10/02/2023 11.00;0;KWH;Målt;Tidsserie
10/02/2023 12.00;0;KWH;Målt;Tidsserie
10/02/2023 13.00;0;KWH;Målt;Tidsserie
10/02/2023 14.00;00.02;KWH;Målt;Tidsserie
10/02/2023 15.00;00.02;KWH;Målt;Tidsserie
10/02/2023 16.00;00.01;KWH;Målt;Tidsserie
10/02/2023 17.00;00.13;KWH;Målt;Tidsserie
10/02/2023 18.00;00.13;KWH;Målt;Tidsserie
10/02/2023 19.00;00.34;KWH;Målt;Tidsserie
10/02/2023 20.00;00.38;KWH;Målt;Tidsserie
10/02/2023 21.00;00.35;KWH;Målt;Tidsserie
10/02/2023 22.00;00.33;KWH;Målt;Tidsserie
10/02/2023 23.00;00.33;KWH;Målt;Tidsserie
11/02/2023 00.00;00.34;KWH;Målt;Tidsserie
11/02/2023 01.00;00.34;KWH;Målt;Tidsserie
11/02/2023 02.00;00.32;KWH;Målt;Tidsserie
11/02/2023 03.00;00.34;KWH;Målt;Tidsserie
11/02/2023 04.00;00.09;KWH;Målt;Tidsserie
11/02/2023 05.00;00.09;KWH;Målt;Tidsserie
11/02/2023 06.00;00.13;KWH;Målt;Tidsserie
11/02/2023 07.00;00.11;KWH;Målt;Tidsserie
11/02/2023 08.00;0.0451388888888889;KWH;Målt;Tidsserie
11/02/2023 09.00;0.0597222222222222;KWH;Målt;Tidsserie
11/02/2023 10.00;00.09;KWH;Målt;Tidsserie
11/02/2023 11.00;00.52;KWH;Målt;Tidsserie
11/02/2023 12.00;0;KWH;Målt;Tidsserie
11/02/2023 13.00;0;KWH;Målt;Tidsserie
11/02/2023 14.00;00.02;KWH;Målt;Tidsserie
11/02/2023 15.00;0.0472222222222222;KWH;Målt;Tidsserie
11/02/2023 16.00;0.0465277777777778;KWH;Målt;Tidsserie
11/02/2023 17.00;01.12;KWH;Målt;Tidsserie
11/02/2023 18.00;00.42;KWH;Målt;Tidsserie
11/02/2023 19.00;00.33;KWH;Målt;Tidsserie
11/02/2023 20.00;00.39;KWH;Målt;Tidsserie
11/02/2023 21.00;00.33;KWH;Målt;Tidsserie
11/02/2023 22.00;00.29;KWH;Målt;Tidsserie
11/02/2023 23.00;00.35;KWH;Målt;Tidsserie
12/02/2023 00.00;00.33;KWH;Målt;Tidsserie
12/02/2023 01.00;00.34;KWH;Målt;Tidsserie
12/02/2023 02.00;00.33;KWH;Målt;Tidsserie
12/02/2023 03.00;00.34;KWH;Målt;Tidsserie
12/02/2023 04.00;00.36;KWH;Målt;Tidsserie
12/02/2023 05.00;00.17;KWH;Målt;Tidsserie
12/02/2023 06.00;00.01;KWH;Målt;Tidsserie
12/02/2023 07.00;00.11;KWH;Målt;Tidsserie
12/02/2023 08.00;00.05;KWH;Målt;Tidsserie
12/02/2023 09.00;00.05;KWH;Målt;Tidsserie
12/02/2023 10.00;0;KWH;Målt;Tidsserie
12/02/2023 11.00;00.03;KWH;Målt;Tidsserie
12/02/2023 12.00;0;KWH;Målt;Tidsserie
12/02/2023 13.00;0;KWH;Målt;Tidsserie
12/02/2023 14.00;00.07;KWH;Målt;Tidsserie
12/02/2023 15.00;00.17;KWH;Målt;Tidsserie
12/02/2023 16.00;00.19;KWH;Målt;Tidsserie
12/02/2023 17.00;00.31;KWH;Målt;Tidsserie
12/02/2023 18.00;01.09;KWH;Målt;Tidsserie
12/02/2023 19.00;01.57;KWH;Målt;Tidsserie
12/02/2023 20.00;00.05;KWH;Målt;Tidsserie
12/02/2023 21.00;00.35;KWH;Målt;Tidsserie
12/02/2023 22.00;00.15;KWH;Målt;Tidsserie
12/02/2023 23.00;00.13;KWH;Målt;Tidsserie
13/02/2023 00.00;00.14;KWH;Målt;Tidsserie
13/02/2023 01.00;00.14;KWH;Målt;Tidsserie
13/02/2023 02.00;00.14;KWH;Målt;Tidsserie
13/02/2023 03.00;00.14;KWH;Målt;Tidsserie
13/02/2023 04.00;00.14;KWH;Målt;Tidsserie
13/02/2023 05.00;00.14;KWH;Målt;Tidsserie
13/02/2023 06.00;00.16;KWH;Målt;Tidsserie
13/02/2023 07.00;00.11;KWH;Målt;Tidsserie
13/02/2023 08.00;00.05;KWH;Målt;Tidsserie
13/02/2023 09.00;00.04;KWH;Målt;Tidsserie
13/02/2023 10.00;0;KWH;Målt;Tidsserie
13/02/2023 11.00;0;KWH;Målt;Tidsserie
13/02/2023 12.00;0;KWH;Målt;Tidsserie
13/02/2023 13.00;00.03;KWH;Målt;Tidsserie
13/02/2023 14.00;00.01;KWH;Målt;Tidsserie
13/02/2023 15.00;0;KWH;Målt;Tidsserie
13/02/2023 16.00;00.05;KWH;Målt;Tidsserie
13/02/2023 17.00;00.26;KWH;Målt;Tidsserie
13/02/2023 18.00;01.22;KWH;Målt;Tidsserie
13/02/2023 19.00;00.48;KWH;Målt;Tidsserie
13/02/2023 20.00;01.37;KWH;Målt;Tidsserie
13/02/2023 21.00;00.05;KWH;Målt;Tidsserie
13/02/2023 22.00;00.32;KWH;Målt;Tidsserie
13/02/2023 23.00;00.14;KWH;Målt;Tidsserie
14/02/2023 00.00;00.12;KWH;Målt;Tidsserie
14/02/2023 01.00;00.13;KWH;Målt;Tidsserie
14/02/2023 02.00;00.13;KWH;Målt;Tidsserie
14/02/2023 03.00;00.13;KWH;Målt;Tidsserie
14/02/2023 04.00;00.12;KWH;Målt;Tidsserie
14/02/2023 05.00;00.13;KWH;Målt;Tidsserie
14/02/2023 06.00;00.23;KWH;Målt;Tidsserie
14/02/2023 07.00;00.33;KWH;Målt;Tidsserie
14/02/2023 08.00;00.27;KWH;Målt;Tidsserie
14/02/2023 09.00;00.05;KWH;Målt;Tidsserie
14/02/2023 10.00;00.01;KWH;Målt;Tidsserie
14/02/2023 11.00;0;KWH;Målt;Tidsserie
14/02/2023 12.00;00.01;KWH;Målt;Tidsserie
14/02/2023 13.00;00.04;KWH;Målt;Tidsserie
14/02/2023 14.00;00.01;KWH;Målt;Tidsserie
14/02/2023 15.00;00.23;KWH;Målt;Tidsserie
14/02/2023 16.00;00.04;KWH;Målt;Tidsserie
14/02/2023 17.00;00.26;KWH;Målt;Tidsserie
14/02/2023 18.00;00.02;KWH;Målt;Tidsserie
14/02/2023 19.00;00.26;KWH;Målt;Tidsserie
14/02/2023 20.00;00.39;KWH;Målt;Tidsserie
14/02/2023 21.00;00.37;KWH;Målt;Tidsserie
14/02/2023 22.00;00.32;KWH;Målt;Tidsserie
14/02/2023 23.00;00.14;KWH;Målt;Tidsserie
15/02/2023 00.00;00.14;KWH;Målt;Tidsserie
15/02/2023 01.00;00.14;KWH;Målt;Tidsserie
15/02/2023 02.00;00.14;KWH;Målt;Tidsserie
15/02/2023 03.00;00.14;KWH;Målt;Tidsserie
15/02/2023 04.00;00.14;KWH;Målt;Tidsserie
15/02/2023 05.00;00.14;KWH;Målt;Tidsserie
15/02/2023 06.00;00.17;KWH;Målt;Tidsserie
15/02/2023 07.00;00.22;KWH;Målt;Tidsserie
15/02/2023 08.00;00.17;KWH;Målt;Tidsserie
15/02/2023 09.00;00.18;KWH;Målt;Tidsserie
15/02/2023 10.00;00.03;KWH;Målt;Tidsserie
15/02/2023 11.00;00.08;KWH;Målt;Tidsserie
15/02/2023 12.00;00.04;KWH;Målt;Tidsserie
15/02/2023 13.00;00.12;KWH;Målt;Tidsserie
15/02/2023 14.00;00.23;KWH;Målt;Tidsserie
15/02/2023 15.00;00.24;KWH;Målt;Tidsserie
15/02/2023 16.00;00.31;KWH;Målt;Tidsserie
15/02/2023 17.00;00.42;KWH;Målt;Tidsserie
15/02/2023 18.00;0.0979166666666667;KWH;Målt;Tidsserie
15/02/2023 19.00;01.16;KWH;Målt;Tidsserie
15/02/2023 20.00;00.39;KWH;Målt;Tidsserie
15/02/2023 21.00;00.39;KWH;Målt;Tidsserie
15/02/2023 22.00;00.37;KWH;Målt;Tidsserie
15/02/2023 23.00;00.13;KWH;Målt;Tidsserie
16/02/2023 00.00;00.14;KWH;Målt;Tidsserie
16/02/2023 01.00;00.12;KWH;Målt;Tidsserie
16/02/2023 02.00;00.11;KWH;Målt;Tidsserie
16/02/2023 03.00;00.13;KWH;Målt;Tidsserie
16/02/2023 04.00;00.15;KWH;Målt;Tidsserie
16/02/2023 05.00;00.14;KWH;Målt;Tidsserie
16/02/2023 06.00;00.14;KWH;Målt;Tidsserie
16/02/2023 07.00;00.24;KWH;Målt;Tidsserie
16/02/2023 08.00;00.26;KWH;Målt;Tidsserie
16/02/2023 09.00;00.01;KWH;Målt;Tidsserie
16/02/2023 10.00;0;KWH;Målt;Tidsserie
16/02/2023 11.00;0;KWH;Målt;Tidsserie
16/02/2023 12.00;00.04;KWH;Målt;Tidsserie
16/02/2023 13.00;00.04;KWH;Målt;Tidsserie
16/02/2023 14.00;00.16;KWH;Målt;Tidsserie
16/02/2023 15.00;00.08;KWH;Målt;Tidsserie
16/02/2023 16.00;00.05;KWH;Målt;Tidsserie
16/02/2023 17.00;02.06;KWH;Målt;Tidsserie
16/02/2023 18.00;01.42;KWH;Målt;Tidsserie
16/02/2023 19.00;00.53;KWH;Målt;Tidsserie
16/02/2023 20.00;01.19;KWH;Målt;Tidsserie
16/02/2023 21.00;0.0569444444444444;KWH;Målt;Tidsserie
16/02/2023 22.00;00.34;KWH;Målt;Tidsserie
16/02/2023 23.00;00.13;KWH;Målt;Tidsserie
17/02/2023 00.00;00.14;KWH;Målt;Tidsserie
17/02/2023 01.00;00.13;KWH;Målt;Tidsserie
17/02/2023 02.00;00.14;KWH;Målt;Tidsserie
17/02/2023 03.00;00.14;KWH;Målt;Tidsserie
17/02/2023 04.00;00.13;KWH;Målt;Tidsserie
17/02/2023 05.00;00.14;KWH;Målt;Tidsserie
17/02/2023 06.00;00.16;KWH;Målt;Tidsserie
17/02/2023 07.00;00.18;KWH;Målt;Tidsserie
17/02/2023 08.00;00.14;KWH;Målt;Tidsserie
17/02/2023 09.00;00.14;KWH;Målt;Tidsserie
17/02/2023 10.00;00.01;KWH;Målt;Tidsserie
17/02/2023 11.00;00.24;KWH;Målt;Tidsserie
17/02/2023 12.00;00.03;KWH;Målt;Tidsserie
17/02/2023 13.00;00.07;KWH;Målt;Tidsserie
17/02/2023 14.00;00.09;KWH;Målt;Tidsserie
17/02/2023 15.00;0.0534722222222222;KWH;Målt;Tidsserie
17/02/2023 16.00;00.59;KWH;Målt;Tidsserie
17/02/2023 17.00;00.53;KWH;Målt;Tidsserie
17/02/2023 18.00;00.41;KWH;Målt;Tidsserie
17/02/2023 19.00;00.04;KWH;Målt;Tidsserie
17/02/2023 20.00;00.37;KWH;Målt;Tidsserie
17/02/2023 21.00;00.42;KWH;Målt;Tidsserie
17/02/2023 22.00;00.36;KWH;Målt;Tidsserie
17/02/2023 23.00;00.34;KWH;Målt;Tidsserie
18/02/2023 00.00;00.37;KWH;Målt;Tidsserie
18/02/2023 01.00;00.37;KWH;Målt;Tidsserie
18/02/2023 02.00;00.33;KWH;Målt;Tidsserie
18/02/2023 03.00;00.34;KWH;Målt;Tidsserie
18/02/2023 04.00;00.11;KWH;Målt;Tidsserie
18/02/2023 05.00;00.15;KWH;Målt;Tidsserie
18/02/2023 06.00;00.22;KWH;Målt;Tidsserie
18/02/2023 07.00;00.29;KWH;Målt;Tidsserie
18/02/2023 08.00;00.25;KWH;Målt;Tidsserie
18/02/2023 09.00;00.07;KWH;Målt;Tidsserie
18/02/2023 10.00;00.02;KWH;Målt;Tidsserie
18/02/2023 11.00;00.01;KWH;Målt;Tidsserie
18/02/2023 12.00;00.21;KWH;Målt;Tidsserie
18/02/2023 13.00;00.56;KWH;Målt;Tidsserie
18/02/2023 14.00;0;KWH;Målt;Tidsserie
18/02/2023 15.00;00.14;KWH;Målt;Tidsserie
18/02/2023 16.00;00.01;KWH;Målt;Tidsserie
18/02/2023 17.00;00.52;KWH;Målt;Tidsserie
18/02/2023 18.00;01.06;KWH;Målt;Tidsserie
18/02/2023 19.00;0.0597222222222222;KWH;Målt;Tidsserie
18/02/2023 20.00;00.43;KWH;Målt;Tidsserie
18/02/2023 21.00;00.43;KWH;Målt;Tidsserie
18/02/2023 22.00;00.39;KWH;Målt;Tidsserie
18/02/2023 23.00;00.35;KWH;Målt;Tidsserie
19/02/2023 00.00;00.36;KWH;Målt;Tidsserie
19/02/2023 01.00;00.38;KWH;Målt;Tidsserie
19/02/2023 02.00;00.38;KWH;Målt;Tidsserie
19/02/2023 03.00;00.39;KWH;Målt;Tidsserie
19/02/2023 04.00;00.39;KWH;Målt;Tidsserie
19/02/2023 05.00;00.15;KWH;Målt;Tidsserie
19/02/2023 06.00;00.14;KWH;Målt;Tidsserie
19/02/2023 07.00;00.14;KWH;Målt;Tidsserie
19/02/2023 08.00;00.11;KWH;Målt;Tidsserie
19/02/2023 09.00;00.01;KWH;Målt;Tidsserie
19/02/2023 10.00;0;KWH;Målt;Tidsserie
19/02/2023 11.00;0;KWH;Målt;Tidsserie
19/02/2023 12.00;0;KWH;Målt;Tidsserie
19/02/2023 13.00;00.01;KWH;Målt;Tidsserie
19/02/2023 14.00;0;KWH;Målt;Tidsserie
19/02/2023 15.00;0;KWH;Målt;Tidsserie
19/02/2023 16.00;00.01;KWH;Målt;Tidsserie
19/02/2023 17.00;00.31;KWH;Målt;Tidsserie
19/02/2023 18.00;0.0659722222222222;KWH;Målt;Tidsserie
19/02/2023 19.00;00.45;KWH;Målt;Tidsserie
19/02/2023 20.00;01.15;KWH;Målt;Tidsserie
19/02/2023 21.00;01.05;KWH;Målt;Tidsserie
19/02/2023 22.00;00.23;KWH;Målt;Tidsserie
19/02/2023 23.00;00.14;KWH;Målt;Tidsserie
20/02/2023 00.00;00.13;KWH;Målt;Tidsserie
20/02/2023 01.00;00.14;KWH;Målt;Tidsserie
20/02/2023 02.00;00.14;KWH;Målt;Tidsserie
20/02/2023 03.00;00.13;KWH;Målt;Tidsserie
20/02/2023 04.00;00.12;KWH;Målt;Tidsserie
20/02/2023 05.00;00.13;KWH;Målt;Tidsserie
20/02/2023 06.00;00.14;KWH;Målt;Tidsserie
20/02/2023 07.00;00.13;KWH;Målt;Tidsserie
20/02/2023 08.00;00.01;KWH;Målt;Tidsserie
20/02/2023 09.00;00.03;KWH;Målt;Tidsserie
20/02/2023 10.00;00.02;KWH;Målt;Tidsserie
20/02/2023 11.00;00.03;KWH;Målt;Tidsserie
20/02/2023 12.00;00.01;KWH;Målt;Tidsserie
20/02/2023 13.00;0;KWH;Målt;Tidsserie
20/02/2023 14.00;00.01;KWH;Målt;Tidsserie
20/02/2023 15.00;0;KWH;Målt;Tidsserie
20/02/2023 16.00;00.59;KWH;Målt;Tidsserie
20/02/2023 17.00;01.23;KWH;Målt;Tidsserie
20/02/2023 18.00;00.47;KWH;Målt;Tidsserie
20/02/2023 19.00;00.37;KWH;Målt;Tidsserie
20/02/2023 20.00;00.41;KWH;Målt;Tidsserie
20/02/2023 21.00;00.38;KWH;Målt;Tidsserie
20/02/2023 22.00;00.37;KWH;Målt;Tidsserie
20/02/2023 23.00;00.13;KWH;Målt;Tidsserie
21/02/2023 00.00;00.14;KWH;Målt;Tidsserie
21/02/2023 01.00;00.13;KWH;Målt;Tidsserie
21/02/2023 02.00;00.15;KWH;Målt;Tidsserie
21/02/2023 03.00;00.13;KWH;Målt;Tidsserie
21/02/2023 04.00;00.14;KWH;Målt;Tidsserie
21/02/2023 05.00;00.16;KWH;Målt;Tidsserie
21/02/2023 06.00;00.13;KWH;Målt;Tidsserie
21/02/2023 07.00;00.28;KWH;Målt;Tidsserie
21/02/2023 08.00;00.15;KWH;Målt;Tidsserie
21/02/2023 09.00;0;KWH;Målt;Tidsserie
21/02/2023 10.00;0;KWH;Målt;Tidsserie
21/02/2023 11.00;0;KWH;Målt;Tidsserie
21/02/2023 12.00;00.01;KWH;Målt;Tidsserie
21/02/2023 13.00;00.06;KWH;Målt;Tidsserie
21/02/2023 14.00;00.04;KWH;Målt;Tidsserie
21/02/2023 15.00;00.05;KWH;Målt;Tidsserie
21/02/2023 16.00;00.16;KWH;Målt;Tidsserie
21/02/2023 17.00;0.0569444444444444;KWH;Målt;Tidsserie
21/02/2023 18.00;01.18;KWH;Målt;Tidsserie
21/02/2023 19.00;00.09;KWH;Målt;Tidsserie
21/02/2023 20.00;01.34;KWH;Målt;Tidsserie
21/02/2023 21.00;00.47;KWH;Målt;Tidsserie
21/02/2023 22.00;00.39;KWH;Målt;Tidsserie
21/02/2023 23.00;00.13;KWH;Målt;Tidsserie
22/02/2023 00.00;00.11;KWH;Målt;Tidsserie
22/02/2023 01.00;00.13;KWH;Målt;Tidsserie
22/02/2023 02.00;00.13;KWH;Målt;Tidsserie
22/02/2023 03.00;00.12;KWH;Målt;Tidsserie
22/02/2023 04.00;00.13;KWH;Målt;Tidsserie
22/02/2023 05.00;00.16;KWH;Målt;Tidsserie
22/02/2023 06.00;00.13;KWH;Målt;Tidsserie
22/02/2023 07.00;00.01;KWH;Målt;Tidsserie
22/02/2023 08.00;00.06;KWH;Målt;Tidsserie
22/02/2023 09.00;0;KWH;Målt;Tidsserie
22/02/2023 10.00;00.07;KWH;Målt;Tidsserie
22/02/2023 11.00;00.06;KWH;Målt;Tidsserie
22/02/2023 12.00;00.01;KWH;Målt;Tidsserie
22/02/2023 13.00;00.04;KWH;Målt;Tidsserie
22/02/2023 14.00;00.04;KWH;Målt;Tidsserie
22/02/2023 15.00;00.03;KWH;Målt;Tidsserie
22/02/2023 16.00;00.34;KWH;Målt;Tidsserie
22/02/2023 17.00;00.51;KWH;Målt;Tidsserie
22/02/2023 18.00;00.45;KWH;Målt;Tidsserie
22/02/2023 19.00;00.43;KWH;Målt;Tidsserie
22/02/2023 20.00;00.27;KWH;Målt;Tidsserie
22/02/2023 21.00;00.34;KWH;Målt;Tidsserie
22/02/2023 22.00;00.35;KWH;Målt;Tidsserie
22/02/2023 23.00;00.13;KWH;Målt;Tidsserie
23/02/2023 00.00;00.11;KWH;Målt;Tidsserie
23/02/2023 01.00;00.12;KWH;Målt;Tidsserie
23/02/2023 02.00;00.13;KWH;Målt;Tidsserie
23/02/2023 03.00;00.13;KWH;Målt;Tidsserie
23/02/2023 04.00;00.13;KWH;Målt;Tidsserie
23/02/2023 05.00;00.16;KWH;Målt;Tidsserie
23/02/2023 06.00;00.14;KWH;Målt;Tidsserie
23/02/2023 07.00;00.24;KWH;Målt;Tidsserie
23/02/2023 08.00;00.24;KWH;Målt;Tidsserie
23/02/2023 09.00;00.12;KWH;Målt;Tidsserie
23/02/2023 10.00;00.06;KWH;Målt;Tidsserie
23/02/2023 11.00;00.07;KWH;Målt;Tidsserie
23/02/2023 12.00;00.03;KWH;Målt;Tidsserie
23/02/2023 13.00;00.01;KWH;Målt;Tidsserie
23/02/2023 14.00;00.08;KWH;Målt;Tidsserie
23/02/2023 15.00;00.03;KWH;Målt;Tidsserie
23/02/2023 16.00;00.14;KWH;Målt;Tidsserie
23/02/2023 17.00;00.01;KWH;Målt;Tidsserie
23/02/2023 18.00;01.52;KWH;Målt;Tidsserie
23/02/2023 19.00;0.127777777777778;KWH;Målt;Tidsserie
23/02/2023 20.00;01.14;KWH;Målt;Tidsserie
23/02/2023 21.00;00.54;KWH;Målt;Tidsserie
23/02/2023 22.00;00.42;KWH;Målt;Tidsserie
23/02/2023 23.00;00.14;KWH;Målt;Tidsserie
24/02/2023 00.00;00.13;KWH;Målt;Tidsserie
24/02/2023 01.00;00.14;KWH;Målt;Tidsserie
24/02/2023 02.00;00.13;KWH;Målt;Tidsserie
24/02/2023 03.00;00.14;KWH;Målt;Tidsserie
24/02/2023 04.00;00.15;KWH;Målt;Tidsserie
24/02/2023 05.00;00.58;KWH;Målt;Tidsserie
24/02/2023 06.00;0.104861111111111;KWH;Målt;Tidsserie
24/02/2023 07.00;01.03;KWH;Målt;Tidsserie
24/02/2023 08.00;00.05;KWH;Målt;Tidsserie
24/02/2023 09.00;00.03;KWH;Målt;Tidsserie
24/02/2023 10.00;00.04;KWH;Målt;Tidsserie
24/02/2023 11.00;00.05;KWH;Målt;Tidsserie
24/02/2023 12.00;0;KWH;Målt;Tidsserie
24/02/2023 13.00;0;KWH;Målt;Tidsserie
24/02/2023 14.00;00.01;KWH;Målt;Tidsserie
24/02/2023 15.00;00.06;KWH;Målt;Tidsserie
24/02/2023 16.00;00.19;KWH;Målt;Tidsserie
24/02/2023 17.00;00.41;KWH;Målt;Tidsserie
24/02/2023 18.00;01.33;KWH;Målt;Tidsserie
24/02/2023 19.00;0.0465277777777778;KWH;Målt;Tidsserie
24/02/2023 20.00;00.42;KWH;Målt;Tidsserie
24/02/2023 21.00;00.04;KWH;Målt;Tidsserie
24/02/2023 22.00;00.04;KWH;Målt;Tidsserie
24/02/2023 23.00;00.04;KWH;Målt;Tidsserie
25/02/2023 00.00;00.41;KWH;Målt;Tidsserie
25/02/2023 01.00;00.04;KWH;Målt;Tidsserie
25/02/2023 02.00;00.04;KWH;Målt;Tidsserie
25/02/2023 03.00;00.04;KWH;Målt;Tidsserie
25/02/2023 04.00;00.22;KWH;Målt;Tidsserie
25/02/2023 05.00;00.14;KWH;Målt;Tidsserie
25/02/2023 06.00;00.17;KWH;Målt;Tidsserie
25/02/2023 07.00;00.16;KWH;Målt;Tidsserie
25/02/2023 08.00;00.09;KWH;Målt;Tidsserie
25/02/2023 09.00;00.12;KWH;Målt;Tidsserie
25/02/2023 10.00;00.12;KWH;Målt;Tidsserie
25/02/2023 11.00;0;KWH;Målt;Tidsserie
25/02/2023 12.00;00.24;KWH;Målt;Tidsserie
25/02/2023 13.00;00.01;KWH;Målt;Tidsserie
25/02/2023 14.00;00.04;KWH;Målt;Tidsserie
25/02/2023 15.00;01.23;KWH;Målt;Tidsserie
25/02/2023 16.00;00.24;KWH;Målt;Tidsserie
25/02/2023 17.00;00.29;KWH;Målt;Tidsserie
25/02/2023 18.00;00.43;KWH;Målt;Tidsserie
25/02/2023 19.00;00.45;KWH;Målt;Tidsserie
25/02/2023 20.00;00.47;KWH;Målt;Tidsserie
25/02/2023 21.00;00.59;KWH;Målt;Tidsserie
25/02/2023 22.00;00.55;KWH;Målt;Tidsserie
25/02/2023 23.00;00.46;KWH;Målt;Tidsserie
26/02/2023 00.00;00.45;KWH;Målt;Tidsserie
26/02/2023 01.00;00.39;KWH;Målt;Tidsserie
26/02/2023 02.00;00.43;KWH;Målt;Tidsserie
26/02/2023 03.00;00.39;KWH;Målt;Tidsserie
26/02/2023 04.00;00.42;KWH;Målt;Tidsserie
26/02/2023 05.00;00.21;KWH;Målt;Tidsserie
26/02/2023 06.00;00.14;KWH;Målt;Tidsserie
26/02/2023 07.00;00.14;KWH;Målt;Tidsserie
26/02/2023 08.00;0.05625;KWH;Målt;Tidsserie
26/02/2023 09.00;00.31;KWH;Målt;Tidsserie
26/02/2023 10.00;00.24;KWH;Målt;Tidsserie
26/02/2023 11.00;0;KWH;Målt;Tidsserie
26/02/2023 12.00;0;KWH;Målt;Tidsserie
26/02/2023 13.00;0;KWH;Målt;Tidsserie
26/02/2023 14.00;0;KWH;Målt;Tidsserie
26/02/2023 15.00;00.25;KWH;Målt;Tidsserie
26/02/2023 16.00;01.07;KWH;Målt;Tidsserie
26/02/2023 17.00;0.0506944444444444;KWH;Målt;Tidsserie
26/02/2023 18.00;0.0645833333333333;KWH;Målt;Tidsserie
26/02/2023 19.00;00.05;KWH;Målt;Tidsserie
26/02/2023 20.00;01.32;KWH;Målt;Tidsserie
26/02/2023 21.00;00.41;KWH;Målt;Tidsserie
26/02/2023 22.00;00.15;KWH;Målt;Tidsserie
26/02/2023 23.00;00.14;KWH;Målt;Tidsserie
27/02/2023 00.00;00.13;KWH;Målt;Tidsserie
27/02/2023 01.00;00.13;KWH;Målt;Tidsserie
27/02/2023 02.00;00.14;KWH;Målt;Tidsserie
27/02/2023 03.00;00.13;KWH;Målt;Tidsserie
27/02/2023 04.00;00.13;KWH;Målt;Tidsserie
27/02/2023 05.00;00.12;KWH;Målt;Tidsserie
27/02/2023 06.00;00.21;KWH;Målt;Tidsserie
27/02/2023 07.00;00.11;KWH;Målt;Tidsserie
27/02/2023 08.00;00.02;KWH;Målt;Tidsserie
27/02/2023 09.00;0.0541666666666667;KWH;Målt;Tidsserie
27/02/2023 10.00;0.06875;KWH;Målt;Tidsserie
27/02/2023 11.00;0;KWH;Målt;Tidsserie
27/02/2023 12.00;0;KWH;Målt;Tidsserie
27/02/2023 13.00;0;KWH;Målt;Tidsserie
27/02/2023 14.00;00.43;KWH;Målt;Tidsserie
27/02/2023 15.00;00.53;KWH;Målt;Tidsserie
27/02/2023 16.00;0;KWH;Målt;Tidsserie
27/02/2023 17.00;01.31;KWH;Målt;Tidsserie
27/02/2023 18.00;02.09;KWH;Målt;Tidsserie
27/02/2023 19.00;00.42;KWH;Målt;Tidsserie
27/02/2023 20.00;00.35;KWH;Målt;Tidsserie
27/02/2023 21.00;00.04;KWH;Målt;Tidsserie
27/02/2023 22.00;00.38;KWH;Målt;Tidsserie
27/02/2023 23.00;00.12;KWH;Målt;Tidsserie
28/02/2023 00.00;00.12;KWH;Målt;Tidsserie
28/02/2023 01.00;00.13;KWH;Målt;Tidsserie
28/02/2023 02.00;00.13;KWH;Målt;Tidsserie
28/02/2023 03.00;00.13;KWH;Målt;Tidsserie
28/02/2023 04.00;00.14;KWH;Målt;Tidsserie
28/02/2023 05.00;00.13;KWH;Målt;Tidsserie
28/02/2023 06.00;00.23;KWH;Målt;Tidsserie
28/02/2023 07.00;00.24;KWH;Målt;Tidsserie
28/02/2023 08.00;00.03;KWH;Målt;Tidsserie
28/02/2023 09.00;0;KWH;Målt;Tidsserie
28/02/2023 10.00;0;KWH;Målt;Tidsserie
28/02/2023 11.00;0;KWH;Målt;Tidsserie
28/02/2023 12.00;0;KWH;Målt;Tidsserie
28/02/2023 13.00;0;KWH;Målt;Tidsserie
