HourUTC;HourDK;PriceArea;SpotPriceDKK;SpotPriceEUR
25/01/2023;25/01/2023;DK1;104.652.002;140.669.998
25/01/2023;25/01/2023;DK1;1.151.420.044;154.770.004
25/01/2023;25/01/2023;DK1;123.198.999;165.600.006
25/01/2023;25/01/2023;DK1;122.001.001;163.990.005
25/01/2023;25/01/2023;DK1;931.950.012;125.269.997
25/01/2023;25/01/2023;DK1;899.369.995;120.889.999
25/01/2023;25/01/2023;DK1;869.309.998;116.849.998
25/01/2023;25/01/2023;DK1;867.900.024;116.660.004
25/01/2023;25/01/2023;DK1;880.919.983;118.410.004
25/01/2023;25/01/2023;DK1;894.609.985;120.25.00
24/01/2023;25/01/2023;DK1;927.859.985;124.720.001
24/01/2023;24/01/2023;DK1;957.460.022;128.699.997
24/01/2023;24/01/2023;DK1;1.023.150.024;137.529.999
24/01/2023;24/01/2023;DK1;130.526.001;175.449.997
24/01/2023;24/01/2023;DK1;1.542.130.005;207.289.993
24/01/2023;24/01/2023;DK1;1.719.569.946;231.139.999
24/01/2023;24/01/2023;DK1;1.859.880.005;250
24/01/2023;24/01/2023;DK1;1.859.880.005;250
24/01/2023;24/01/2023;DK1;167.076.001;224.580.002
24/01/2023;24/01/2023;DK1;1.621.660.034;217.979.996
24/01/2023;24/01/2023;DK1;1.601.579.956;215.279.999
24/01/2023;24/01/2023;DK1;1.532.459.961;205.990.005
24/01/2023;24/01/2023;DK1;1.620.699.951;217.850.006
24/01/2023;24/01/2023;DK1;1.710.790.039;229.960.007
24/01/2023;24/01/2023;DK1;177.551.001;238.660.004
24/01/2023;24/01/2023;DK1;1.907.709.961;256.429.993
24/01/2023;24/01/2023;DK1;1.868.060.059;251.100.006
24/01/2023;24/01/2023;DK1;1.562.890.015;210.080.002
24/01/2023;24/01/2023;DK1;1.365.969.971;183.610.001
24/01/2023;24/01/2023;DK1;116.577.002;156.699.997
24/01/2023;24/01/2023;DK1;1.142.859.985;153.619.995
24/01/2023;24/01/2023;DK1;1.059.380.005;142.399.994
24/01/2023;24/01/2023;DK1;1.085.420.044;145.899.994
24/01/2023;24/01/2023;DK1;1.190.689.941;160.050.003
23/01/2023;24/01/2023;DK1;1.226.400.024;164.850.006
23/01/2023;23/01/2023;DK1;1.168.069.946;157.009.995
23/01/2023;23/01/2023;DK1;1280.25.00;172.089.996
23/01/2023;23/01/2023;DK1;1.368.930.054;184.009.995
23/01/2023;23/01/2023;DK1;1.514.150.024;203.529.999
23/01/2023;23/01/2023;DK1;1.660.410.034;223.190.002
23/01/2023;23/01/2023;DK1;1845.05.00;248.070.007
23/01/2023;23/01/2023;DK1;1.851.680.054;248.899.994
23/01/2023;23/01/2023;DK1;1670.75;224.580.002
23/01/2023;23/01/2023;DK1;1.629.160.034;218.990.005
23/01/2023;23/01/2023;DK1;1.634.369.995;219.690.002
23/01/2023;23/01/2023;DK1;1.630.579.956;219.179.993
23/01/2023;23/01/2023;DK1;164.373.999;220.949.997
23/01/2023;23/01/2023;DK1;1.712.780.029;230.229.996
23/01/2023;23/01/2023;DK1;1.859.410.034;249.940.002
23/01/2023;23/01/2023;DK1;2.010.290.039;270.220.001
23/01/2023;23/01/2023;DK1;1.918.780.029;257.920.013
23/01/2023;23/01/2023;DK1;1.685.329.956;226.539.993
23/01/2023;23/01/2023;DK1;1.413.199.951;189.960.007
23/01/2023;23/01/2023;DK1;1.118.300.049;150.320.007
23/01/2023;23/01/2023;DK1;111.502.002;149.880.005
23/01/2023;23/01/2023;DK1;109.798.999;147.589.996
23/01/2023;23/01/2023;DK1;110.401.001;148.399.994
23/01/2023;23/01/2023;DK1;110.847.998;149
22/01/2023;23/01/2023;DK1;1.108.180.054;148.960.007
22/01/2023;22/01/2023;DK1;110.327.002;148.300.003
22/01/2023;22/01/2023;DK1;1.170.599.976;157.350.006
22/01/2023;22/01/2023;DK1;1.237.920.044;166.399.994
22/01/2023;22/01/2023;DK1;129.973.999;174.710.007
22/01/2023;22/01/2023;DK1;1.481.709.961;199.169.998
22/01/2023;22/01/2023;DK1;1.503.290.039;202.070.007
22/01/2023;22/01/2023;DK1;1.428.300.049;191.990.005
22/01/2023;22/01/2023;DK1;1.272.369.995;171.029.999
22/01/2023;22/01/2023;DK1;1.171.640.015;157.490.005
22/01/2023;22/01/2023;DK1;1.152.369.995;154.899.994
22/01/2023;22/01/2023;DK1;1.115.920.044;150
22/01/2023;22/01/2023;DK1;1.088.390.015;146.300.003
22/01/2023;22/01/2023;DK1;113.897.998;153.100.006
22/01/2023;22/01/2023;DK1;1.125.439.941;151.279.999
22/01/2023;22/01/2023;DK1;1.084.819.946;145.820.007
22/01/2023;22/01/2023;DK1;1023;137.509.995
22/01/2023;22/01/2023;DK1;94.927.002;127.599.998
22/01/2023;22/01/2023;DK1;94.927.002;127.599.998
22/01/2023;22/01/2023;DK1;876.289.978;117.790.001
22/01/2023;22/01/2023;DK1;908.05.00;122.120.003
22/01/2023;22/01/2023;DK1;880.460.022;118.349.998
22/01/2023;22/01/2023;DK1;868.700.012;116.769.997
22/01/2023;22/01/2023;DK1;885.369.995;119.010.002
21/01/2023;22/01/2023;DK1;94.927.002;127.599.998
21/01/2023;21/01/2023;DK1;876.049.988;117.760.002
21/01/2023;21/01/2023;DK1;981.090.027;131.880.005
21/01/2023;21/01/2023;DK1;1.012.039.978;136.039.993
21/01/2023;21/01/2023;DK1;1.030.560.059;138.529.999
21/01/2023;21/01/2023;DK1;1.067.680.054;143.520.004
21/01/2023;21/01/2023;DK1;1.330.810.059;178.889.999
21/01/2023;21/01/2023;DK1;1.293.839.966;173.919.998
21/01/2023;21/01/2023;DK1;1.072.890.015;144.220.001
21/01/2023;21/01/2023;DK1;1011;135.899.994
21/01/2023;21/01/2023;DK1;1.016.059.998;136.580.002
21/01/2023;21/01/2023;DK1;1.019.330.017;137.020.004
21/01/2023;21/01/2023;DK1;1.100.339.966;147.910.004
21/01/2023;21/01/2023;DK1;116.752.002;156.940.002
21/01/2023;21/01/2023;DK1;1264.75;170.009.995
21/01/2023;21/01/2023;DK1;1.277.030.029;171.660.004
21/01/2023;21/01/2023;DK1;1.134.339.966;152.479.996
21/01/2023;21/01/2023;DK1;1.043.359.985;140.25.00
21/01/2023;21/01/2023;DK1;970.599.976;130.470.001
21/01/2023;21/01/2023;DK1;982.429.993;132.059.998
21/01/2023;21/01/2023;DK1;976.330.017;131.240.005
21/01/2023;21/01/2023;DK1;994.929.993;133.740.005
21/01/2023;21/01/2023;DK1;1.042.910.034;140.190.002
21/01/2023;21/01/2023;DK1;1.041.939.941;140.059.998
20/01/2023;21/01/2023;DK1;1.072.219.971;144.130.005
20/01/2023;20/01/2023;DK1;1.097.709.961;147.550.003
20/01/2023;20/01/2023;DK1;1.213.400.024;163.100.006
20/01/2023;20/01/2023;DK1;123.772.998;166.369.995
20/01/2023;20/01/2023;DK1;1.307.140.015;175.699.997
20/01/2023;20/01/2023;DK1;1.465.599.976;197
20/01/2023;20/01/2023;DK1;1.550.410.034;208.399.994
20/01/2023;20/01/2023;DK1;1.549.079.956;208.220.001
20/01/2023;20/01/2023;DK1;1.487.920.044;200
20/01/2023;20/01/2023;DK1;1.428.410.034;192
20/01/2023;20/01/2023;DK1;1.356.689.941;182.360.001
20/01/2023;20/01/2023;DK1;135.126.001;181.630.005
20/01/2023;20/01/2023;DK1;140.802.002;189.259.995
20/01/2023;20/01/2023;DK1;149.922.998;201.520.004
20/01/2023;20/01/2023;DK1;1.560.609.985;209.770.004
20/01/2023;20/01/2023;DK1;1.649.359.985;221.699.997
20/01/2023;20/01/2023;DK1;1748.75;235.059.998
20/01/2023;20/01/2023;DK1;1.547.959.961;208.070.007
20/01/2023;20/01/2023;DK1;1.309.449.951;176.009.995
20/01/2023;20/01/2023;DK1;1.119.660.034;150.05.00
20/01/2023;20/01/2023;DK1;1.078.589.966;144.979.996
20/01/2023;20/01/2023;DK1;1.062.380.005;142.800.003
20/01/2023;20/01/2023;DK1;1.059.699.951;142.440.002
20/01/2023;20/01/2023;DK1;107.502.002;144.05.00
19/01/2023;20/01/2023;DK1;1.092.800.049;146.889.999
19/01/2023;19/01/2023;DK1;1.034.030.029;139
19/01/2023;19/01/2023;DK1;1.110.949.951;149.339.996
19/01/2023;19/01/2023;DK1;1.104.030.029;148.410.004
19/01/2023;19/01/2023;DK1;1.115.859.985;150
19/01/2023;19/01/2023;DK1;1.275.280.029;171.429.993
19/01/2023;19/01/2023;DK1;146.973.999;197.570.007
19/01/2023;19/01/2023;DK1;1.478.369.995;198.729.996
19/01/2023;19/01/2023;DK1;1.385.829.956;186.289.993
19/01/2023;19/01/2023;DK1;130.897.998;175.960.007
19/01/2023;19/01/2023;DK1;1.193.900.024;160.490.005
19/01/2023;19/01/2023;DK1;1.152.089.966;154.869.995
19/01/2023;19/01/2023;DK1;1.116.380.005;150.070.007
19/01/2023;19/01/2023;DK1;1.031.280.029;138.630.005
19/01/2023;19/01/2023;DK1;1.151.640.015;154.809.998
19/01/2023;19/01/2023;DK1;1.159.599.976;155.880.005
19/01/2023;19/01/2023;DK1;118.972.998;159.929.993
19/01/2023;19/01/2023;DK1;1.113.040.039;149.619.995
19/01/2023;19/01/2023;DK1;879.450.012;118.220.001
19/01/2023;19/01/2023;DK1;825.369.995;110.949.997
19/01/2023;19/01/2023;DK1;73.751.001;99.139.999
19/01/2023;19/01/2023;DK1;756.700.012;101.720.001
19/01/2023;19/01/2023;DK1;780.880.005;104.970.001
19/01/2023;19/01/2023;DK1;795.830.017;106.980.003
18/01/2023;19/01/2023;DK1;829.679.993;111.529.999
18/01/2023;18/01/2023;DK1;829.039.978;111.459.999
18/01/2023;18/01/2023;DK1;874.039.978;117.510.002
18/01/2023;18/01/2023;DK1;891.820.007;119.900.002
18/01/2023;18/01/2023;DK1;899.780.029;120.970.001
18/01/2023;18/01/2023;DK1;969.469.971;130.339.996
18/01/2023;18/01/2023;DK1;1.022.580.017;137.479.996
18/01/2023;18/01/2023;DK1;1.190.079.956;160
18/01/2023;18/01/2023;DK1;1.100.599.976;147.970.001
18/01/2023;18/01/2023;DK1;1.041.319.946;140
18/01/2023;18/01/2023;DK1;919.780.029;123.660.004
18/01/2023;18/01/2023;DK1;892.559.998;120
18/01/2023;18/01/2023;DK1;914.429.993;122.940.002
18/01/2023;18/01/2023;DK1;969.619.995;130.360.001
18/01/2023;18/01/2023;DK1;1.041.319.946;140
18/01/2023;18/01/2023;DK1;131.326.001;176.559.998
18/01/2023;18/01/2023;DK1;1350;181.05.00
18/01/2023;18/01/2023;DK1;1.237.680.054;166.399.994
18/01/2023;18/01/2023;DK1;969.840.027;130.389.999
18/01/2023;18/01/2023;DK1;90.677.002;121.910.004
18/01/2023;18/01/2023;DK1;864.219.971;116.190.002
18/01/2023;18/01/2023;DK1;884.599.976;118.93
18/01/2023;18/01/2023;DK1;886.690.002;119.209.999
18/01/2023;18/01/2023;DK1;878.210.022;118.07.00
17/01/2023;18/01/2023;DK1;885.419.983;119.040.001
17/01/2023;17/01/2023;DK1;924.799.988;124.32.00
17/01/2023;17/01/2023;DK1;95.627.002;128.550.003
17/01/2023;17/01/2023;DK1;1.012.809.998;136.149.994
17/01/2023;17/01/2023;DK1;103.623.999;139.300.003
17/01/2023;17/01/2023;DK1;1.081.619.995;145.399.994
17/01/2023;17/01/2023;DK1;1.130.709.961;152
17/01/2023;17/01/2023;DK1;1.163.670.044;156.429.993
17/01/2023;17/01/2023;DK1;1.189.180.054;159.860.001
17/01/2023;17/01/2023;DK1;1.022.849.976;137.05.00
17/01/2023;17/01/2023;DK1;95.872.998;128.880.005
17/01/2023;17/01/2023;DK1;962.440.002;129.380.005
17/01/2023;17/01/2023;DK1;863.429.993;116.07.00
17/01/2023;17/01/2023;DK1;913.119.995;122.75
17/01/2023;17/01/2023;DK1;938.570.007;126.169.998
17/01/2023;17/01/2023;DK1;1.012.429.993;136.100.006
17/01/2023;17/01/2023;DK1;1.130.420.044;151.960.007
17/01/2023;17/01/2023;DK1;1.047.400.024;140.800.003
17/01/2023;17/01/2023;DK1;870.049.988;116.959.999
17/01/2023;17/01/2023;DK1;743.890.015;100
17/01/2023;17/01/2023;DK1;682.669.983;91.769.997
17/01/2023;17/01/2023;DK1;665.859.985;89.510.002
17/01/2023;17/01/2023;DK1;683.710.022;91.910.004
17/01/2023;17/01/2023;DK1;703.789.978;94.610.001
16/01/2023;17/01/2023;DK1;730.799.988;98.239.998
16/01/2023;16/01/2023;DK1;813.830.017;109.400.002
16/01/2023;16/01/2023;DK1;916.780.029;123.239.998
16/01/2023;16/01/2023;DK1;95.026.001;127.739.998
16/01/2023;16/01/2023;DK1;1.018.919.983;136.970.001
16/01/2023;16/01/2023;DK1;1.119.569.946;150.05.00
16/01/2023;16/01/2023;DK1;1.292.310.059;173.720.001
16/01/2023;16/01/2023;DK1;1240.75;166.789.993
16/01/2023;16/01/2023;DK1;1.121.880.005;150.809.998
16/01/2023;16/01/2023;DK1;1.083.790.039;145.690.002
16/01/2023;16/01/2023;DK1;1.050.689.941;141.240.005
16/01/2023;16/01/2023;DK1;1.047.930.054;140.869.995
16/01/2023;16/01/2023;DK1;1.093.829.956;147.039.993
16/01/2023;16/01/2023;DK1;1.122.469.971;150.889.999
16/01/2023;16/01/2023;DK1;1.117.339.966;150.199.997
16/01/2023;16/01/2023;DK1;1.264.630.005;170
16/01/2023;16/01/2023;DK1;1.383.579.956;185.990.005
16/01/2023;16/01/2023;DK1;1.302.650.024;175.110.001
16/01/2023;16/01/2023;DK1;1.150.300.049;154.630.005
16/01/2023;16/01/2023;DK1;647.190.002;87
16/01/2023;16/01/2023;DK1;470.890.015;63.299.999
16/01/2023;16/01/2023;DK1;417.329.987;56.099.998
16/01/2023;16/01/2023;DK1;466.579.987;62.720.001
16/01/2023;16/01/2023;DK1;446.420.013;60.009.998
15/01/2023;16/01/2023;DK1;446.420.013;60.009.998
15/01/2023;15/01/2023;DK1;27.873.999;37.470.001
15/01/2023;15/01/2023;DK1;239.089.996;32.139.999
15/01/2023;15/01/2023;DK1;146.470.001;19.690.001
15/01/2023;15/01/2023;DK1;90.529.999;12.17
15/01/2023;15/01/2023;DK1;187.979.996;25.27.00
15/01/2023;15/01/2023;DK1;200.479.996;26.950.001
15/01/2023;15/01/2023;DK1;229.869.995;30.09.00
15/01/2023;15/01/2023;DK1;101.839.996;0.589583333333333
15/01/2023;15/01/2023;DK1;06.01;0.0569444444444444
15/01/2023;15/01/2023;DK1;02.16;00.29
15/01/2023;15/01/2023;DK1;03.12;00.42
15/01/2023;15/01/2023;DK1;50.290.001;0.302777777777778
15/01/2023;15/01/2023;DK1;59.740.002;08.03
15/01/2023;15/01/2023;DK1;67.029.999;09.01
15/01/2023;15/01/2023;DK1;76.699.997;10.31
15/01/2023;15/01/2023;DK1;67.550.003;09.08
15/01/2023;15/01/2023;DK1;0.565277777777778;0.0930555555555556
15/01/2023;15/01/2023;DK1;0.510416666666667;01.58
15/01/2023;15/01/2023;DK1;29.83;04.01
15/01/2023;15/01/2023;DK1;21.35;0.14375
15/01/2023;15/01/2023;DK1;19.709.999;0.128472222222222
15/01/2023;15/01/2023;DK1;30.05.00;04.01
15/01/2023;15/01/2023;DK1;00.55;0.0909722222222222
14/01/2023;15/01/2023;DK1;29.309.999;0.190277777777778
14/01/2023;14/01/2023;DK1;38.610.001;05.19
14/01/2023;14/01/2023;DK1;43.889.999;05.09
14/01/2023;14/01/2023;DK1;67.470.001;09.07
14/01/2023;14/01/2023;DK1;67.169.998;09.03
14/01/2023;14/01/2023;DK1;50.880.001;0.308333333333333
14/01/2023;14/01/2023;DK1;101.830.002;0.589583333333333
14/01/2023;14/01/2023;DK1;82.120.003;11.04
14/01/2023;14/01/2023;DK1;67.239.998;09.04
14/01/2023;14/01/2023;DK1;148.169.998;0.855555555555556
14/01/2023;14/01/2023;DK1;313.529.999;42.150.002
14/01/2023;14/01/2023;DK1;466.320.007;62.689.999
14/01/2023;14/01/2023;DK1;486.399.994;65.389.999
14/01/2023;14/01/2023;DK1;487.660.004;65.559.998
14/01/2023;14/01/2023;DK1;496.290.009;66.720.001
14/01/2023;14/01/2023;DK1;423.170.013;56.889.999
14/01/2023;14/01/2023;DK1;398.920.013;53.630.001
14/01/2023;14/01/2023;DK1;397.209.991;53.400.002
14/01/2023;14/01/2023;DK1;335.470.001;45.099.998
14/01/2023;14/01/2023;DK1;302.600.006;40.68
14/01/2023;14/01/2023;DK1;30.273.999;40.700.001
14/01/2023;14/01/2023;DK1;306.690.002;41.23.00
14/01/2023;14/01/2023;DK1;332.05.00;44.700.001
14/01/2023;14/01/2023;DK1;257.519.989;34.619.999
13/01/2023;14/01/2023;DK1;191.020.004;25.68
13/01/2023;13/01/2023;DK1;508.019.989;68.300.003
13/01/2023;13/01/2023;DK1;569.090.027;76.510.002
13/01/2023;13/01/2023;DK1;571.919.983;76.889.999
13/01/2023;13/01/2023;DK1;631.789.978;84.940.002
13/01/2023;13/01/2023;DK1;713.390.015;95.910.004
13/01/2023;13/01/2023;DK1;721.280.029;96.970.001
13/01/2023;13/01/2023;DK1;720.75;96.900.002
13/01/2023;13/01/2023;DK1;634.549.988;85.309.998
13/01/2023;13/01/2023;DK1;593.929.993;79.849.998
13/01/2023;13/01/2023;DK1;547.070.007;73.550.003
13/01/2023;13/01/2023;DK1;522.450.012;70.239.998
13/01/2023;13/01/2023;DK1;56.923.999;76.529.999
13/01/2023;13/01/2023;DK1;631.719.971;84.93
13/01/2023;13/01/2023;DK1;70.551.001;94.849.998
13/01/2023;13/01/2023;DK1;748.570.007;100.639.999
13/01/2023;13/01/2023;DK1;788.070.007;105.949.997
13/01/2023;13/01/2023;DK1;653.659.973;87.879.997
13/01/2023;13/01/2023;DK1;407.160.004;54.740.002
13/01/2023;13/01/2023;DK1;187.889.999;25.26.00
13/01/2023;13/01/2023;DK1;24.92;03.35
13/01/2023;13/01/2023;DK1;19.709.999;0.128472222222222
13/01/2023;13/01/2023;DK1;66.940.002;9
13/01/2023;13/01/2023;DK1;126.370.003;0.735416666666667
12/01/2023;13/01/2023;DK1;242.779.999;32.639.999
12/01/2023;12/01/2023;DK1;294.290.009;39.57.00
12/01/2023;12/01/2023;DK1;523.789.978;70.43.00
12/01/2023;12/01/2023;DK1;630.440.002;84.769.997
12/01/2023;12/01/2023;DK1;738.869.995;99.349.998
12/01/2023;12/01/2023;DK1;749.580.017;100.790.001
12/01/2023;12/01/2023;DK1;888.659.973;119.489.998
12/01/2023;12/01/2023;DK1;833.030.029;112.010.002
12/01/2023;12/01/2023;DK1;754.340.027;101.43.00
12/01/2023;12/01/2023;DK1;759.549.988;102.129.997
12/01/2023;12/01/2023;DK1;749.440.002;100.769.997
12/01/2023;12/01/2023;DK1;741.030.029;99.639.999
12/01/2023;12/01/2023;DK1;745.119.995;100.190.002
12/01/2023;12/01/2023;DK1;751.890.015;101.099.998
12/01/2023;12/01/2023;DK1;742.299.988;99.809.998
12/01/2023;12/01/2023;DK1;727.570.007;97.830.002
12/01/2023;12/01/2023;DK1;794.05.00;106.830.002
12/01/2023;12/01/2023;DK1;829.609.985;111.550.003
12/01/2023;12/01/2023;DK1;63.751.001;85.720.001
12/01/2023;12/01/2023;DK1;185.479.996;24.940.001
12/01/2023;12/01/2023;DK1;20.299.999;0.134027777777778
12/01/2023;12/01/2023;DK1;0.0513888888888889;00.01
12/01/2023;12/01/2023;DK1;34.880.001;0.214583333333333
12/01/2023;12/01/2023;DK1;41.279.999;05.55
11/01/2023;12/01/2023;DK1;147.850.006;19.879.999
11/01/2023;11/01/2023;DK1;509.75;68.540.001
11/01/2023;11/01/2023;DK1;682.070.007;91.709.999
11/01/2023;11/01/2023;DK1;695.159.973;93.470.001
11/01/2023;11/01/2023;DK1;85.201.001;114.559.998
11/01/2023;11/01/2023;DK1;912.549.988;122.699.997
11/01/2023;11/01/2023;DK1;957.619.995;128.759.995
11/01/2023;11/01/2023;DK1;954.049.988;128.279.999
11/01/2023;11/01/2023;DK1;88.652.002;119.199.997
11/01/2023;11/01/2023;DK1;875.359.985;117.699.997
11/01/2023;11/01/2023;DK1;860.780.029;115.739.998
11/01/2023;11/01/2023;DK1;822.109.985;110.540.001
11/01/2023;11/01/2023;DK1;873.650.024;117.470.001
11/01/2023;11/01/2023;DK1;92.823.999;124.809.998
11/01/2023;11/01/2023;DK1;949.210.022;127.629.997
11/01/2023;11/01/2023;DK1;941.109.985;126.540.001
11/01/2023;11/01/2023;DK1;947.799.988;127.440.002
11/01/2023;11/01/2023;DK1;677.609.985;91.110.001
11/01/2023;11/01/2023;DK1;430.470.001;57.880.001
11/01/2023;11/01/2023;DK1;20.450.001;0.135416666666667
11/01/2023;11/01/2023;DK1;00.03;00.04
11/01/2023;11/01/2023;DK1;00.07;00.01
11/01/2023;11/01/2023;DK1;00.59;00.08
11/01/2023;11/01/2023;DK1;01.19;00.16
10/01/2023;11/01/2023;DK1;37.189.999;5
10/01/2023;10/01/2023;DK1;31.948.999;42.959.999
10/01/2023;10/01/2023;DK1;604.630.005;81.300.003
10/01/2023;10/01/2023;DK1;64.352.002;86.529.999
10/01/2023;10/01/2023;DK1;789.440.002;106.150.002
10/01/2023;10/01/2023;DK1;925.460.022;124.440.002
10/01/2023;10/01/2023;DK1;1032.25.00;138.800.003
10/01/2023;10/01/2023;DK1;1.088.329.956;146.339.996
10/01/2023;10/01/2023;DK1;1042;140.110.001
10/01/2023;10/01/2023;DK1;1.085.209.961;145.919.998
10/01/2023;10/01/2023;DK1;1.081.410.034;145.410.004
10/01/2023;10/01/2023;DK1;1.053.670.044;141.679.993
10/01/2023;10/01/2023;DK1;1050.25.00;141.220.001
10/01/2023;10/01/2023;DK1;1.089.150.024;146.449.997
10/01/2023;10/01/2023;DK1;115.072.998;154.729.996
10/01/2023;10/01/2023;DK1;1.193.040.039;160.419.998
10/01/2023;10/01/2023;DK1;1.229.560.059;165.330.002
10/01/2023;10/01/2023;DK1;115.072.998;154.729.996
10/01/2023;10/01/2023;DK1;102.727.002;138.130.005
10/01/2023;10/01/2023;DK1;807.659.973;108.599.998
10/01/2023;10/01/2023;DK1;711.049.988;95.610.001
10/01/2023;10/01/2023;DK1;67.201.001;90.360.001
10/01/2023;10/01/2023;DK1;707.559.998;95.139.999
10/01/2023;10/01/2023;DK1;71.922.998;96.709.999
09/01/2023;10/01/2023;DK1;788.469.971;106.019.997
09/01/2023;09/01/2023;DK1;80.551.001;108.309.998
09/01/2023;09/01/2023;DK1;981.690.002;132
09/01/2023;09/01/2023;DK1;103.322.998;138.929.993
09/01/2023;09/01/2023;DK1;119.372.998;160.509.995
09/01/2023;09/01/2023;DK1;1.266.089.966;170.240.005
09/01/2023;09/01/2023;DK1;1.354.890.015;182.179.993
09/01/2023;09/01/2023;DK1;1.296.579.956;174.339.996
09/01/2023;09/01/2023;DK1;120.451.001;161.960.007
09/01/2023;09/01/2023;DK1;1.123.150.024;151.020.004
09/01/2023;09/01/2023;DK1;106.773.999;143.570.007
09/01/2023;09/01/2023;DK1;1.023.859.985;137.669.998
09/01/2023;09/01/2023;DK1;1.045.359.985;140.559.998
09/01/2023;09/01/2023;DK1;1.194.170.044;160.570.007
09/01/2023;09/01/2023;DK1;118.302.002;159.070.007
09/01/2023;09/01/2023;DK1;1.317.400.024;177.139.999
09/01/2023;09/01/2023;DK1;1.338.670.044;180
09/01/2023;09/01/2023;DK1;1.189.930.054;160
09/01/2023;09/01/2023;DK1;79.672.998;107.129.997
09/01/2023;09/01/2023;DK1;513.679.993;69.07.00
09/01/2023;09/01/2023;DK1;351.399.994;47.25.00
09/01/2023;09/01/2023;DK1;293.100.006;39.41.00
09/01/2023;09/01/2023;DK1;448.309.998;60.279.999
09/01/2023;09/01/2023;DK1;478.799.988;64.379.997
08/01/2023;09/01/2023;DK1;558.75;75.129.997
08/01/2023;08/01/2023;DK1;604.929.993;81.339.996
08/01/2023;08/01/2023;DK1;73.902.002;99.370.003
08/01/2023;08/01/2023;DK1;732.030.029;98.43.00
08/01/2023;08/01/2023;DK1;772.940.002;103.93
08/01/2023;08/01/2023;DK1;811.460.022;109.110.001
08/01/2023;08/01/2023;DK1;911.859.985;122.610.001
08/01/2023;08/01/2023;DK1;877.869.995;118.040.001
08/01/2023;08/01/2023;DK1;811.460.022;109.110.001
08/01/2023;08/01/2023;DK1;770.780.029;103.639.999
08/01/2023;08/01/2023;DK1;775.609.985;104.290.001
08/01/2023;08/01/2023;DK1;73.627.002;99
08/01/2023;08/01/2023;DK1;756.280.029;101.690.002
08/01/2023;08/01/2023;DK1;77.248.999;103.870.003
08/01/2023;08/01/2023;DK1;696.849.976;93.699.997
08/01/2023;08/01/2023;DK1;615.789.978;82.800.003
08/01/2023;08/01/2023;DK1;367.540.009;49.419.998
08/01/2023;08/01/2023;DK1;122.489.998;16.469.999
08/01/2023;08/01/2023;DK1;67.080.002;09.02
08/01/2023;08/01/2023;DK1;73.779.999;0.438888888888889
08/01/2023;08/01/2023;DK1;41.05.00;05.58
08/01/2023;08/01/2023;DK1;30.940.001;04.16
08/01/2023;08/01/2023;DK1;67.68;09.01
08/01/2023;08/01/2023;DK1;67.449.997;09.07
07/01/2023;08/01/2023;DK1;81.290.001;0.48125
07/01/2023;07/01/2023;DK1;284.459.991;38.25.00
07/01/2023;07/01/2023;DK1;371.850.006;50
07/01/2023;07/01/2023;DK1;457.149.994;61.470.001
07/01/2023;07/01/2023;DK1;653.409.973;87.860.001
07/01/2023;07/01/2023;DK1;703.380.005;94.580.002
07/01/2023;07/01/2023;DK1;740.119.995;99.519.997
07/01/2023;07/01/2023;DK1;719.969.971;96.809.998
07/01/2023;07/01/2023;DK1;699.809.998;94.099.998
07/01/2023;07/01/2023;DK1;636.299.988;85.559.998
07/01/2023;07/01/2023;DK1;66.173.999;88.980.003
07/01/2023;07/01/2023;DK1;699.440.002;94.050.003
07/01/2023;07/01/2023;DK1;653.710.022;87.900.002
07/01/2023;07/01/2023;DK1;656.830.017;88.32.00
07/01/2023;07/01/2023;DK1;743.690.002;100
07/01/2023;07/01/2023;DK1;832.940.002;112
07/01/2023;07/01/2023;DK1;831.890.015;111.860.001
07/01/2023;07/01/2023;DK1;767.559.998;103.209.999
07/01/2023;07/01/2023;DK1;674.969.971;90.760.002
07/01/2023;07/01/2023;DK1;621.650.024;83.589.996
07/01/2023;07/01/2023;DK1;617.190.002;82.989.998
07/01/2023;07/01/2023;DK1;65.422.998;87.970.001
07/01/2023;07/01/2023;DK1;714.320.007;96.050.003
07/01/2023;07/01/2023;DK1;73.202.002;98.43.00
06/01/2023;07/01/2023;DK1;722.05.00;97.150.002
06/01/2023;06/01/2023;DK1;902.109.985;121.300.003
06/01/2023;06/01/2023;DK1;966.359.985;129.940.002
06/01/2023;06/01/2023;DK1;980.200.012;131.800.003
06/01/2023;06/01/2023;DK1;103.448.999;139.100.006
06/01/2023;06/01/2023;DK1;1.086.920.044;146.149.994
06/01/2023;06/01/2023;DK1;1.116.219.971;150.089.996
06/01/2023;06/01/2023;DK1;1.154.369.995;155.220.001
06/01/2023;06/01/2023;DK1;103.797.998;139.570.007
06/01/2023;06/01/2023;DK1;935.799.988;125.830.002
06/01/2023;06/01/2023;DK1;890.280.029;119.709.999
06/01/2023;06/01/2023;DK1;816.429.993;109.779.999
06/01/2023;06/01/2023;DK1;85.526.001;115
06/01/2023;06/01/2023;DK1;843.130.005;113.370.003
06/01/2023;06/01/2023;DK1;83.927.002;112.849.998
06/01/2023;06/01/2023;DK1;869.090.027;116.860.001
06/01/2023;06/01/2023;DK1;897.650.024;120.699.997
06/01/2023;06/01/2023;DK1;792.109.985;106.510.002
06/01/2023;06/01/2023;DK1;723.25.00;97.25.00
