HourUTC;HourDK;PriceArea;SpotPriceDKK;SpotPriceEUR
06/01/2023;06/01/2023;DK1;624.929.993;84.029.999
06/01/2023;06/01/2023;DK1;609.309.998;81.93
06/01/2023;06/01/2023;DK1;612.359.985;82.339.996
06/01/2023;06/01/2023;DK1;719.380.005;96.730.003
06/01/2023;06/01/2023;DK1;751.880.005;101.099.998
05/01/2023;06/01/2023;DK1;797.320.007;107.209.999
05/01/2023;05/01/2023;DK1;944.530.029;127
05/01/2023;05/01/2023;DK1;1.075.719.971;144.639.999
05/01/2023;05/01/2023;DK1;1.130.459.961;152
05/01/2023;05/01/2023;DK1;1.219.630.005;163.990.005
05/01/2023;05/01/2023;DK1;1.323.680.054;177.979.996
05/01/2023;05/01/2023;DK1;1.447.800.049;194.669.998
05/01/2023;05/01/2023;DK1;1.448.030.029;194.699.997
05/01/2023;05/01/2023;DK1;1.284.630.005;172.729.996
05/01/2023;05/01/2023;DK1;1.186.089.966;159.479.996
05/01/2023;05/01/2023;DK1;112.323.999;151.029.999
05/01/2023;05/01/2023;DK1;1.060.400.024;142.580.002
05/01/2023;05/01/2023;DK1;104.797.998;140.910.004
05/01/2023;05/01/2023;DK1;1.064.040.039;143.070.007
05/01/2023;05/01/2023;DK1;981.119.995;131.919.998
05/01/2023;05/01/2023;DK1;93.373.999;125.550.003
05/01/2023;05/01/2023;DK1;712.780.029;95.839.996
05/01/2023;05/01/2023;DK1;648.450.012;87.190.002
05/01/2023;05/01/2023;DK1;453.970.001;61.040.001
05/01/2023;05/01/2023;DK1;74.889.999;10.07
05/01/2023;05/01/2023;DK1;16.59;02.23
05/01/2023;05/01/2023;DK1;0.0618055555555556;00.12
05/01/2023;05/01/2023;DK1;0.0618055555555556;00.12
05/01/2023;05/01/2023;DK1;0.0513888888888889;00.01
04/01/2023;05/01/2023;DK1;0.0465277777777778;00.09
04/01/2023;04/01/2023;DK1;67.599.998;09.09
04/01/2023;04/01/2023;DK1;25.998.999;34.959.999
04/01/2023;04/01/2023;DK1;232.399.994;31.25.00
04/01/2023;04/01/2023;DK1;321.269.989;43.200.001
04/01/2023;04/01/2023;DK1;495.369.995;66.610.001
04/01/2023;04/01/2023;DK1;537.530.029;72.279.999
04/01/2023;04/01/2023;DK1;64.076.001;86.160.004
04/01/2023;04/01/2023;DK1;601.039.978;80.82
04/01/2023;04/01/2023;DK1;59.301.001;79.739.998
04/01/2023;04/01/2023;DK1;596.580.017;80.220.001
04/01/2023;04/01/2023;DK1;592.859.985;79.720.001
04/01/2023;04/01/2023;DK1;601.559.998;80.889.999
04/01/2023;04/01/2023;DK1;59.301.001;79.739.998
04/01/2023;04/01/2023;DK1;521.099.976;70.07.00
04/01/2023;04/01/2023;DK1;619.640.015;83.32.00
04/01/2023;04/01/2023;DK1;626.179.993;84.199.997
04/01/2023;04/01/2023;DK1;589;79.199.997
04/01/2023;04/01/2023;DK1;453.790.009;61.02.00
04/01/2023;04/01/2023;DK1;81.949.997;11.02
04/01/2023;04/01/2023;DK1;06.32;0.0590277777777778
04/01/2023;04/01/2023;DK1;64.550.003;0.380555555555556
04/01/2023;04/01/2023;DK1;297.470.001;40
04/01/2023;04/01/2023;DK1;525.559.998;70.669.998
03/01/2023;04/01/2023;DK1;601.559.998;80.889.999
03/01/2023;03/01/2023;DK1;696.539.978;93.660.004
03/01/2023;03/01/2023;DK1;849.820.007;114.269.997
03/01/2023;03/01/2023;DK1;974.159.973;130.990.005
03/01/2023;03/01/2023;DK1;1.112.709.961;149.619.995
03/01/2023;03/01/2023;DK1;119.727.002;160.990.005
03/01/2023;03/01/2023;DK1;1.256.319.946;168.929.993
03/01/2023;03/01/2023;DK1;1.269.630.005;170.720.001
03/01/2023;03/01/2023;DK1;1.239.069.946;166.610.001
03/01/2023;03/01/2023;DK1;1.247.390.015;167.729.996
03/01/2023;03/01/2023;DK1;1.212.660.034;163.059.998
03/01/2023;03/01/2023;DK1;1.196.670.044;160.910.004
03/01/2023;03/01/2023;DK1;1.223.369.995;164.05.00
03/01/2023;03/01/2023;DK1;126.047.998;169.490.005
03/01/2023;03/01/2023;DK1;1.253.640.015;168.570.007
03/01/2023;03/01/2023;DK1;1.273.050.049;171.179.993
03/01/2023;03/01/2023;DK1;1.258.099.976;169.169.998
03/01/2023;03/01/2023;DK1;1.189.310.059;159.919.998
03/01/2023;03/01/2023;DK1;1.033.140.015;138.919.998
03/01/2023;03/01/2023;DK1;864.690.002;116.269.997
03/01/2023;03/01/2023;DK1;845.059.998;113.629.997
03/01/2023;03/01/2023;DK1;855.25.00;115
03/01/2023;03/01/2023;DK1;883.210.022;118.760.002
03/01/2023;03/01/2023;DK1;892.429.993;120
02/01/2023;03/01/2023;DK1;966.869.995;130.009.995
02/01/2023;02/01/2023;DK1;92.376.001;124.220.001
02/01/2023;02/01/2023;DK1;1003.25.00;134.910.004
02/01/2023;02/01/2023;DK1;105.352.002;141.669.998
02/01/2023;02/01/2023;DK1;1.137.780.029;153
02/01/2023;02/01/2023;DK1;1223;164.460.007
02/01/2023;02/01/2023;DK1;1.299.449.951;174.740.005
02/01/2023;02/01/2023;DK1;1.264.199.951;170
02/01/2023;02/01/2023;DK1;1.211.319.946;162.889.999
02/01/2023;02/01/2023;DK1;1.155.180.054;155.339.996
02/01/2023;02/01/2023;DK1;1.102.079.956;148.199.997
02/01/2023;02/01/2023;DK1;1.069.069.946;143.759.995
02/01/2023;02/01/2023;DK1;1.073.680.054;144.380.005
02/01/2023;02/01/2023;DK1;106.602.002;143.350.006
02/01/2023;02/01/2023;DK1;1.082.819.946;145.610.001
02/01/2023;02/01/2023;DK1;1.093.530.029;147.050.003
02/01/2023;02/01/2023;DK1;1.085.569.946;145.979.996
02/01/2023;02/01/2023;DK1;1.045.859.985;140.639.999
02/01/2023;02/01/2023;DK1;781.419.983;105.080.002
02/01/2023;02/01/2023;DK1;573.280.029;77.089.996
02/01/2023;02/01/2023;DK1;372.420.013;50.080.002
02/01/2023;02/01/2023;DK1;328.390.015;44.16.00
02/01/2023;02/01/2023;DK1;393.609.985;52.93
02/01/2023;02/01/2023;DK1;38.423.999;51.669.998
01/01/2023;02/01/2023;DK1;430.649.994;57.91
01/01/2023;01/01/2023;DK1;260.279.999;35
01/01/2023;01/01/2023;DK1;341.779.999;45.959.999
01/01/2023;01/01/2023;DK1;334.570.007;44.990.002
01/01/2023;01/01/2023;DK1;366.100.006;49.23.00
01/01/2023;01/01/2023;DK1;408.630.005;54.950.001
01/01/2023;01/01/2023;DK1;41.323.999;55.57.00
01/01/2023;01/01/2023;DK1;342.299.988;46.029.999
01/01/2023;01/01/2023;DK1;271.730.011;36.540.001
01/01/2023;01/01/2023;DK1;174.979.996;23.530.001
01/01/2023;01/01/2023;DK1;06.32;0.0590277777777778
01/01/2023;01/01/2023;DK1;0;0
01/01/2023;01/01/2023;DK1;00.03;00.04
01/01/2023;01/01/2023;DK1;00.59;00.08
01/01/2023;01/01/2023;DK1;0.274305555555556;00.08
01/01/2023;01/01/2023;DK1;00.03;00.04
01/01/2023;01/01/2023;DK1;0;0
01/01/2023;01/01/2023;DK1;0;0
01/01/2023;01/01/2023;DK1;-2.83;-0.38
01/01/2023;01/01/2023;DK1;0;0
01/01/2023;01/01/2023;DK1;00.37;00.05
01/01/2023;01/01/2023;DK1;00.59;00.08
01/01/2023;01/01/2023;DK1;0.0465277777777778;00.09
01/01/2023;01/01/2023;DK1;10.26;01.38
31/12/2022;01/01/2023;DK1;0.649305555555556;02.01
